Estado_final_de_caso,Nom_upgd,Pais_ocurrencia,Departamento_ocurrencia,Municipio_ocurrencia,idx
3,EMPRESA DE SALUD ESE DE SOACHA CIUDADELA SUCRE,COLOMBIA,CUNDINAMARCA,VIOTA,EMPRESA DE SALUD ESE DE SOACHA CIUDADELA SUCRE_CUNDINAMARCA_VIOTA
4,CORPORACION NUESTRA IPS - FUSAGASUGA,COLOMBIA,TOLIMA,ORTEGA,CORPORACION NUESTRA IPS - FUSAGASUGA_TOLIMA_ORTEGA
4,COMPAÑIA DE SEGUROS BOLIVAR SA USAQUEN,COLOMBIA,VALLE,CALI,COMPAÑIA DE SEGUROS BOLIVAR SA USAQUEN_VALLE_CALI
4,CORPORACION IPS COORVESALUD COODONTOLOGOS,COLOMBIA,CUNDINAMARCA,GIRARDOT,CORPORACION IPS COORVESALUD COODONTOLOGOS_CUNDINAMARCA_GIRARDOT
4,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADI,COLOMBIA,META,VILLAVICENCIO,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADI_META_VILLAVICENCIO
4,CAJA DE COMPENSACION FAMILIAR COMPENSAR 42,COLOMBIA,BOLIVAR,CARTAGENA,CAJA DE COMPENSACION FAMILIAR COMPENSAR 42_BOLIVAR_CARTAGENA
4,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY,COLOMBIA,META,VILLAVICENCIO,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY_META_VILLAVICENCIO
4,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO,COLOMBIA,META,VISTAHERMOSA,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_META_VISTAHERMOSA
4,COMPENSAR AV 1 DE MAYO CAJA DE COMPENSACION FAMILI,COLOMBIA,SANTANDER,PUERTO WILCHES,COMPENSAR AV 1 DE MAYO CAJA DE COMPENSACION FAMILI_SANTANDER_PUERTO WILCHES
4,CEMEVIPS CENTRO COMERCIAL VILLA NUEVA,COLOMBIA,CORDOBA,AYAPEL,CEMEVIPS CENTRO COMERCIAL VILLA NUEVA_CORDOBA_AYAPEL
4,CLINICA DE LA MUJER SAS,COLOMBIA,CUNDINAMARCA,ANAPOIMA,CLINICA DE LA MUJER SAS_CUNDINAMARCA_ANAPOIMA
4,HOSPITAL UNIVERSITARIO SAN IGNACIO,COLOMBIA,CUNDINAMARCA,LA PEÑA,HOSPITAL UNIVERSITARIO SAN IGNACIO_CUNDINAMARCA_LA PEÑA
4,CRUZ ROJA COLOMBIANA SCB SEDE NORTE - USAQUEN,COLOMBIA,CUNDINAMARCA,VILLETA,CRUZ ROJA COLOMBIANA SCB SEDE NORTE - USAQUEN_CUNDINAMARCA_VILLETA
4,CRUZ ROJA COLOMBIANA BTA SEDE ALQUERIA-KENNEDY,COLOMBIA,TOLIMA,FLANDES,CRUZ ROJA COLOMBIANA BTA SEDE ALQUERIA-KENNEDY_TOLIMA_FLANDES
3,SALUDCOOP CLINICA LOS ANDES,COLOMBIA,NARIÑO,TUMACO,SALUDCOOP CLINICA LOS ANDES_NARIÑO_TUMACO
4,CAP CENTRO DE ATENCION PRIORITARI,COLOMBIA,CUNDINAMARCA,FUSAGASUGA,CAP CENTRO DE ATENCION PRIORITARI_CUNDINAMARCA_FUSAGASUGA
4,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA CL 90,COLOMBIA,MAGDALENA,* MAGDALENA. MUNICIPIO DESCONOCIDO,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA CL 90_MAGDALENA_* MAGDALENA. MUNICIPIO DESCONOCIDO
3,COMANDO AEREO DE TRANSPORTE MILITAR CATAM FONTIB,COLOMBIA,TOLIMA,PIEDRAS,COMANDO AEREO DE TRANSPORTE MILITAR CATAM FONTIB_TOLIMA_PIEDRAS
4,CENTRO MEDICO COLSUBSIDIO QUIROGA - RUU,COLOMBIA,MAGDALENA,SANTA MARTHA,CENTRO MEDICO COLSUBSIDIO QUIROGA - RUU_MAGDALENA_SANTA MARTHA
4,CAJA DE COMPENSACION FAMILIAR COMPENSAR TERSPIAS S,COLOMBIA,CUNDINAMARCA,GIRARDOT,CAJA DE COMPENSACION FAMILIAR COMPENSAR TERSPIAS S_CUNDINAMARCA_GIRARDOT
4,VIRREY SOLIS IPS SA SAN JOSE INFANTIL,COLOMBIA,CASANARE,YOPAL,VIRREY SOLIS IPS SA SAN JOSE INFANTIL_CASANARE_YOPAL
4,JAVESALUD SANTA BEATRIZ - USAQUEN,COLOMBIA,CUNDINAMARCA,NOCAIMA,JAVESALUD SANTA BEATRIZ - USAQUEN_CUNDINAMARCA_NOCAIMA
4,ADMINISTRADORA COUNTRY SA,COLOMBIA,CALDAS,RISARALDA,ADMINISTRADORA COUNTRY SA_CALDAS_RISARALDA
4,EMPRESA DE SALUD ESE DE SOACHA SAN MARCOS,COLOMBIA,CASANARE,VILLANUEVA,EMPRESA DE SALUD ESE DE SOACHA SAN MARCOS_CASANARE_VILLANUEVA
4,CORPORACION IPS SALUDCOOP,COLOMBIA,HUILA,PITALITO,CORPORACION IPS SALUDCOOP_HUILA_PITALITO
3,ESE HOSPITAL DIVINO SALVADOR DE SOPO,COLOMBIA,CUNDINAMARCA,AGUA DE DIOS,ESE HOSPITAL DIVINO SALVADOR DE SOPO_CUNDINAMARCA_AGUA DE DIOS
4,CLINICA UPROSALUD,COLOMBIA,CORDOBA,SAHAGUN,CLINICA UPROSALUD_CORDOBA_SAHAGUN
4,UNIDAD INTEGRAL EN SALUD POBLADO,COLOMBIA,BOYACA,PUERTO BOYACA,UNIDAD INTEGRAL EN SALUD POBLADO_BOYACA_PUERTO BOYACA
4,ESE HOSPITAL SAN JUAN DE DIOS,COLOMBIA,ANTIOQUIA,ANZA,ESE HOSPITAL SAN JUAN DE DIOS_ANTIOQUIA_ANZA
4,ESE HOSPITAL INTEGRADO CAICEDO Y FLOREZ,COLOMBIA,ANTIOQUIA,GUADALUPE,ESE HOSPITAL INTEGRADO CAICEDO Y FLOREZ_ANTIOQUIA_GUADALUPE
4,MEDYTEC SALUD IPS,COLOMBIA,CASANARE,* CASANARE. MUNICIPIO DESCONOCIDO,MEDYTEC SALUD IPS_CASANARE_* CASANARE. MUNICIPIO DESCONOCIDO
4,CENTRO MEDICO PORTAL NORTE COLSUBSIDIO - SUBA,COLOMBIA,CUNDINAMARCA,AGUA DE DIOS,CENTRO MEDICO PORTAL NORTE COLSUBSIDIO - SUBA_CUNDINAMARCA_AGUA DE DIOS
4,CENTRAL DE URGENCIAS Y ESPECIALISTAS CAU AV 68,COLOMBIA,CUNDINAMARCA,VIOTA,CENTRAL DE URGENCIAS Y ESPECIALISTAS CAU AV 68_CUNDINAMARCA_VIOTA
4,ESP CLÍNICA REGIONAL DEL ORIENTE - CLIOR,COLOMBIA,SANTANDER,GIRON,ESP CLÍNICA REGIONAL DEL ORIENTE - CLIOR_SANTANDER_GIRON
3,CLINICA DE ESPECIALISTAS LA DORADA SA,COLOMBIA,CUNDINAMARCA,CAPARRAPI,CLINICA DE ESPECIALISTAS LA DORADA SA_CUNDINAMARCA_CAPARRAPI
4,SEVICIOS MEDICOS INTEGRALES DE SALUD,COLOMBIA,META,ACACIAS,SEVICIOS MEDICOS INTEGRALES DE SALUD_META_ACACIAS
4,SERVICIO DE SALUD INMEDIATO IPS SAS,COLOMBIA,VALLE,CALI,SERVICIO DE SALUD INMEDIATO IPS SAS_VALLE_CALI
4,CORPORACION IPS OCCIDENTE IPS TULUA,COLOMBIA,VALLE,TULUA,CORPORACION IPS OCCIDENTE IPS TULUA_VALLE_TULUA
4,HOSPITAL DPTAL TOMAS URIBE URIBE,COLOMBIA,VALLE,TULUA,HOSPITAL DPTAL TOMAS URIBE URIBE_VALLE_TULUA
4,CLINICA MEDICO QUIRURGICA ALVERNIA LTDA,COLOMBIA,HUILA,COLOMBIA,CLINICA MEDICO QUIRURGICA ALVERNIA LTDA_HUILA_COLOMBIA
4,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,COLOMBIA,META,RESTREPO,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO_META_RESTREPO
3,CORPORACION IPS SALUDCOOP CLINICA LLANOS,COLOMBIA,META,RESTREPO,CORPORACION IPS SALUDCOOP CLINICA LLANOS_META_RESTREPO
4,SERVIMEDICOS RESTREPO,COLOMBIA,META,RESTREPO,SERVIMEDICOS RESTREPO_META_RESTREPO
3,UAP VILLAVICENCIO,COLOMBIA,META,RESTREPO,UAP VILLAVICENCIO_META_RESTREPO
4,HOSPITAL DEL SUR-CAMI 17 TRINIDAD GALAN-PTA,COLOMBIA,META,GRANADA,HOSPITAL DEL SUR-CAMI 17 TRINIDAD GALAN-PTA_META_GRANADA
4,UNISALUD UNIDAD DE SERVICIOS DE SALUD UNIVERSIDAD,COLOMBIA,META,* META. MUNICIPIO DESCONOCIDO,UNISALUD UNIDAD DE SERVICIOS DE SALUD UNIVERSIDAD_META_* META. MUNICIPIO DESCONOCIDO
4,FUNDACION ABOOD SHAIO,COLOMBIA,TOLIMA,FLANDES,FUNDACION ABOOD SHAIO_TOLIMA_FLANDES
3,MEDICOS ASOCIADOS CHAPINERO,COLOMBIA,TOLIMA,* TOLIMA. MUNICIPIO DESCONOCIDO,MEDICOS ASOCIADOS CHAPINERO_TOLIMA_* TOLIMA. MUNICIPIO DESCONOCIDO
4,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,COLOMBIA,META,CABUYARO,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO_META_CABUYARO
3,CORPORACION IPS LLANOS ORIENTALES,COLOMBIA,VICHADA,PUERTO CARREÑO,CORPORACION IPS LLANOS ORIENTALES_VICHADA_PUERTO CARREÑO
4,DIRECCION DE SALUD MUNICIPAL,COLOMBIA,GUAJIRA,* LA GUAJIRA SIN MUNICIPIO,DIRECCION DE SALUD MUNICIPAL_GUAJIRA_* LA GUAJIRA SIN MUNICIPIO
3,IPS UNIVERSIDAD DE ANTIOQUIA - LEON XIII,COLOMBIA,TOLIMA,IBAGUE,IPS UNIVERSIDAD DE ANTIOQUIA - LEON XIII_TOLIMA_IBAGUE
4,UBA COOMEVA EPS CLINICA MEDELLIN LTDA,COLOMBIA,MAGDALENA,CIENAGA,UBA COOMEVA EPS CLINICA MEDELLIN LTDA_MAGDALENA_CIENAGA
4,INVERSIONES MEDICAS DE ANTIOQUIA SA CLINICA LAS,COLOMBIA,ATLANTICO,BARRANQUILLA,INVERSIONES MEDICAS DE ANTIOQUIA SA CLINICA LAS_ATLANTICO_BARRANQUILLA
4,CLINICA COLSANITAS SA,COLOMBIA,BOLIVAR,CARTAGENA,CLINICA COLSANITAS SA_BOLIVAR_CARTAGENA
3,ESE HOSPITAL SAN FERNANDO,COLOMBIA,ANTIOQUIA,AMAGA,ESE HOSPITAL SAN FERNANDO_ANTIOQUIA_AMAGA
4,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,COLOMBIA,ANTIOQUIA,SAN RAFAEL,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL_ANTIOQUIA_SAN RAFAEL
4,HOSPITAL MILITAR DE MEDELLIN,COLOMBIA,ANTIOQUIA,PUERTO BERRIO,HOSPITAL MILITAR DE MEDELLIN_ANTIOQUIA_PUERTO BERRIO
3,ESE HOSPITAL SAN RAFAEL,COLOMBIA,ANTIOQUIA,ANDES,ESE HOSPITAL SAN RAFAEL_ANTIOQUIA_ANDES
4,IPS VALLE DE SAN NICOLAS,COLOMBIA,CALDAS,LA DORADA,IPS VALLE DE SAN NICOLAS_CALDAS_LA DORADA
4,IPS PUNTO DE SALUD SALUD SURA CL 100,COLOMBIA,ANTIOQUIA,SAN JERONIMO,IPS PUNTO DE SALUD SALUD SURA CL 100_ANTIOQUIA_SAN JERONIMO
4,ESE HOSPITAL LA MISERICORDIA,COLOMBIA,ANTIOQUIA,SEGOVIA,ESE HOSPITAL LA MISERICORDIA_ANTIOQUIA_SEGOVIA
4,SANIDAD DEPARTAMENTO POLICIA QUINDIO,COLOMBIA,VALLE,CAICEDONIA,SANIDAD DEPARTAMENTO POLICIA QUINDIO_VALLE_CAICEDONIA
4,SINERGIA ATENCIÓN BÁSICA LA 80,COLOMBIA,VALLE,CALI,SINERGIA ATENCIÓN BÁSICA LA 80_VALLE_CALI
3,ESE HOSPITAL SAN RAFAEL DE TUNJA,COLOMBIA,BOYACA,PUERTO BOYACA,ESE HOSPITAL SAN RAFAEL DE TUNJA_BOYACA_PUERTO BOYACA
4,ESE HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCION VA,COLOMBIA,BOYACA,SAN LUIS DE GACENO,ESE HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCION VA_BOYACA_SAN LUIS DE GACENO
4,ESE HOSPITAL SAN FRANCISCO DE SAN LUIS DE GACENO,COLOMBIA,BOYACA,SAN LUIS DE GACENO,ESE HOSPITAL SAN FRANCISCO DE SAN LUIS DE GACENO_BOYACA_SAN LUIS DE GACENO
4,CORPORACION IPS SALUDCOOP - CLINICA POPAYAN,COLOMBIA,CAUCA,POPAYAN,CORPORACION IPS SALUDCOOP - CLINICA POPAYAN_CAUCA_POPAYAN
3,FUNDACION CLINICA LETICIA,COLOMBIA,AMAZONAS,LETICIA,FUNDACION CLINICA LETICIA_AMAZONAS_LETICIA
3,CLINICA VERSALLES,COLOMBIA,CALDAS,MANIZALES,CLINICA VERSALLES_CALDAS_MANIZALES
4,RED DE SALUD DE LADERA ESE  PS SAN PASCUAL,COLOMBIA,VALLE,CALI,RED DE SALUD DE LADERA ESE  PS SAN PASCUAL_VALLE_CALI
4,ESPERANZA Y SALUD SAS,COLOMBIA,VALLE,JAMUNDI,ESPERANZA Y SALUD SAS_VALLE_JAMUNDI
4,CAP CENTRO DE ATENCION PRIORITARI,COLOMBIA,ANTIOQUIA,CALDAS,CAP CENTRO DE ATENCION PRIORITARI_ANTIOQUIA_CALDAS
4,HOSPITAL MARIA OCCIDENTE,COLOMBIA,CAUCA,POPAYAN,HOSPITAL MARIA OCCIDENTE_CAUCA_POPAYAN
3,ESE HOSPITAL SUSANA LOPEZ DE VALENCIA,COLOMBIA,VALLE,BUENAVENTURA,ESE HOSPITAL SUSANA LOPEZ DE VALENCIA_VALLE_BUENAVENTURA
3,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE,COLOMBIA,CESAR,PELAYA,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_CESAR_PELAYA
4,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE,COLOMBIA,CESAR,PELAYA,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_CESAR_PELAYA
4,DISPENSARIO MEDICO BR11,COLOMBIA,CORDOBA,TIERRALTA,DISPENSARIO MEDICO BR11_CORDOBA_TIERRALTA
4,ESE HOSPITAL PIO X,COLOMBIA,CESAR,AGUACHICA,ESE HOSPITAL PIO X_CESAR_AGUACHICA
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,SANTANDER,RIONEGRO,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_SANTANDER_RIONEGRO
4,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE,COLOMBIA,CESAR,RIO DE ORO,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_CESAR_RIO DE ORO
4,HOSPITAL SAN JUAN DE DIOS CALI,COLOMBIA,VALLE,YUMBO,HOSPITAL SAN JUAN DE DIOS CALI_VALLE_YUMBO
4,SANIDAD POLICIA NACIONAL,COLOMBIA,CORDOBA,MONTERIA,SANIDAD POLICIA NACIONAL_CORDOBA_MONTERIA
4,CLINICA MEDICA AGUACHICA LTDA,COLOMBIA,CESAR,SAN MARTIN,CLINICA MEDICA AGUACHICA LTDA_CESAR_SAN MARTIN
4,ASOCIACION DE AUTORIDADES INDIGENAS DEL ORIENTE CA,COLOMBIA,CAUCA,PIENDAMO,ASOCIACION DE AUTORIDADES INDIGENAS DEL ORIENTE CA_CAUCA_PIENDAMO
4,ESE CENTRO DE SALUD DE LOS ANDES,COLOMBIA,VALLE,CALI,ESE CENTRO DE SALUD DE LOS ANDES_VALLE_CALI
4,HOSPITAL DEPARTAMENTAL SAN ANTONIO,COLOMBIA,RISARALDA,PEREIRA,HOSPITAL DEPARTAMENTAL SAN ANTONIO_RISARALDA_PEREIRA
4,ESE HOSPITAL DEPARTAMENTAL SAN RAFAEL,COLOMBIA,VALLE,TULUA,ESE HOSPITAL DEPARTAMENTAL SAN RAFAEL_VALLE_TULUA
4,SERVICIOS ADOM Y CIA LTDA,COLOMBIA,META,* META. MUNICIPIO DESCONOCIDO,SERVICIOS ADOM Y CIA LTDA_META_* META. MUNICIPIO DESCONOCIDO
3,CRUZ ROJA COLOMBIANA SECCIONAL META,COLOMBIA,META,VILLAVICENCIO,CRUZ ROJA COLOMBIANA SECCIONAL META_META_VILLAVICENCIO
3,ESE HOSPITAL SAN JOSE DEL GUAVIARE,COLOMBIA,HUILA,NEIVA,ESE HOSPITAL SAN JOSE DEL GUAVIARE_HUILA_NEIVA
4,FUNDACION PARA LA SALUD Y LA VIDA FUNDASALUD,COLOMBIA,TOLIMA,VENADILLO,FUNDACION PARA LA SALUD Y LA VIDA FUNDASALUD_TOLIMA_VENADILLO
3,ESE HOSPITAL LA ANUNCIACION,COLOMBIA,ANTIOQUIA,TURBO,ESE HOSPITAL LA ANUNCIACION_ANTIOQUIA_TURBO
4,CAJA DE COMPENSACION FAMILIAR COMPENSAR 42,COLOMBIA,CUNDINAMARCA,VILLETA,CAJA DE COMPENSACION FAMILIAR COMPENSAR 42_CUNDINAMARCA_VILLETA
3,INVERSIONES CLINICA DEL META SA,COLOMBIA,VICHADA,CUMARIBO,INVERSIONES CLINICA DEL META SA_VICHADA_CUMARIBO
4,IPS INDIGENA MAVESALUD,COLOMBIA,VICHADA,CUMARIBO,IPS INDIGENA MAVESALUD_VICHADA_CUMARIBO
3,SERVICIOS ESPECIALES DE SALUD,COLOMBIA,CALDAS,PALESTINA,SERVICIOS ESPECIALES DE SALUD_CALDAS_PALESTINA
4,CAJA DECOMPENSACION FAMILIAR DE CALDAS IPS SAN MA,COLOMBIA,VALLE,JAMUNDI,CAJA DECOMPENSACION FAMILIAR DE CALDAS IPS SAN MA_VALLE_JAMUNDI
4,HOSPITAL UNIVERSITARIO SAN IGNACIO,COLOMBIA,TOLIMA,MARIQUITA,HOSPITAL UNIVERSITARIO SAN IGNACIO_TOLIMA_MARIQUITA
4,CAJA DECOMPENSACION FAMILIAR DE CALDAS IPS SAN MA,COLOMBIA,CALDAS,CHINCHINA,CAJA DECOMPENSACION FAMILIAR DE CALDAS IPS SAN MA_CALDAS_CHINCHINA
4,ADMINISTRADORA CLINICA LA COLINA,COLOMBIA,CUNDINAMARCA,VILLETA,ADMINISTRADORA CLINICA LA COLINA_CUNDINAMARCA_VILLETA
3,SALUDCOOP CLINICA LOS ANDES,COLOMBIA,NARIÑO,TUQUERRES,SALUDCOOP CLINICA LOS ANDES_NARIÑO_TUQUERRES
3,ESE HOSPITAL DEPARTAMENTAL SANTA SOFIA DE CALDAS,COLOMBIA,CALDAS,MANIZALES,ESE HOSPITAL DEPARTAMENTAL SANTA SOFIA DE CALDAS_CALDAS_MANIZALES
4,CENTRO MEDICO COLMEDICA SEDE YOPAL,COLOMBIA,CASANARE,YOPAL,CENTRO MEDICO COLMEDICA SEDE YOPAL_CASANARE_YOPAL
4,SINERGIA GLOBAL EN SALUD SAS ATENCION BASICA BELEN,COLOMBIA,CALDAS,LA DORADA,SINERGIA GLOBAL EN SALUD SAS ATENCION BASICA BELEN_CALDAS_LA DORADA
3,CORPORACION IPS CORVESALUD COODONTOLOGOS,COLOMBIA,TOLIMA,IBAGUE,CORPORACION IPS CORVESALUD COODONTOLOGOS_TOLIMA_IBAGUE
4,IPS INTERCONSULTAS LTDA,COLOMBIA,CALDAS,LA DORADA,IPS INTERCONSULTAS LTDA_CALDAS_LA DORADA
4,SALUD INTEGRAL FAMILIAR COLOMBIANA SIFCO SALUD SA,COLOMBIA,CALDAS,LA DORADA,SALUD INTEGRAL FAMILIAR COLOMBIANA SIFCO SALUD SA_CALDAS_LA DORADA
3,SERVICIOS ESPECIALES DE SALUD,COLOMBIA,CALDAS,CHINCHINA,SERVICIOS ESPECIALES DE SALUD_CALDAS_CHINCHINA
3,PREMISALUD IPS QUINTA PAREDES,COLOMBIA,CUNDINAMARCA,GIRARDOT,PREMISALUD IPS QUINTA PAREDES_CUNDINAMARCA_GIRARDOT
3,ESE HOSPITAL REGIONAL DE SOGAMOSO,COLOMBIA,CALDAS,MANIZALES,ESE HOSPITAL REGIONAL DE SOGAMOSO_CALDAS_MANIZALES
3,CLINICA SANTA ANA SOCIEDAD DE RESPONSABILIDAD LTDA,COLOMBIA,CUNDINAMARCA,VILLETA,CLINICA SANTA ANA SOCIEDAD DE RESPONSABILIDAD LTDA_CUNDINAMARCA_VILLETA
4,CENTRAL DE URGENCIAS BARRANCABERMEJA,COLOMBIA,ANTIOQUIA,YONDO (CASABE),CENTRAL DE URGENCIAS BARRANCABERMEJA_ANTIOQUIA_YONDO (CASABE)
4,ESE HOSPITAL SAN CAYETANO,COLOMBIA,CALDAS,MARQUETALIA,ESE HOSPITAL SAN CAYETANO_CALDAS_MARQUETALIA
4,ESE CENTRO SALUD RICAURTE,COLOMBIA,CUNDINAMARCA,RICAURTE,ESE CENTRO SALUD RICAURTE_CUNDINAMARCA_RICAURTE
3,CENTRO MEDICO COLSUBSIDIO SUBA,COLOMBIA,CUNDINAMARCA,LA PALMA,CENTRO MEDICO COLSUBSIDIO SUBA_CUNDINAMARCA_LA PALMA
4,CLINICA DEL NORTE IPS,COLOMBIA,CAQUETA,PUERTO RICO,CLINICA DEL NORTE IPS_CAQUETA_PUERTO RICO
4,CLINICA LOS ROSALES,COLOMBIA,VALLE,CARTAGO,CLINICA LOS ROSALES_VALLE_CARTAGO
4,SINERGIA SALUD ATENCION BASICA ENVIGADO,COLOMBIA,CORDOBA,SAHAGUN,SINERGIA SALUD ATENCION BASICA ENVIGADO_CORDOBA_SAHAGUN
4,EPS SANITAS CENTRO MEDICO CALLE 13,COLOMBIA,TOLIMA,CHAPARRAL,EPS SANITAS CENTRO MEDICO CALLE 13_TOLIMA_CHAPARRAL
4,CLINICA LAS PEÑITAS SAS SEDE HOSPITALARIA,COLOMBIA,CORDOBA,SAHAGUN,CLINICA LAS PEÑITAS SAS SEDE HOSPITALARIA_CORDOBA_SAHAGUN
4,CLINICA CHIA SA,COLOMBIA,CORDOBA,SAHAGUN,CLINICA CHIA SA_CORDOBA_SAHAGUN
4,FUNDACION HOSPITAL SAN JOSE DE BUGA,COLOMBIA,VALLE,CARTAGO,FUNDACION HOSPITAL SAN JOSE DE BUGA_VALLE_CARTAGO
4,PUESTO DE SALUD GUAYABAL DE SIQUIMA,COLOMBIA,TOLIMA,ARMERO (GUAYABAL),PUESTO DE SALUD GUAYABAL DE SIQUIMA_TOLIMA_ARMERO (GUAYABAL)
4,CECAM IPS PEDRO DE HERREDIA,COLOMBIA,BOLIVAR,CARTAGENA,CECAM IPS PEDRO DE HERREDIA_BOLIVAR_CARTAGENA
4,ESE HOSPITAL PBRO LUIS FELIPE ARBELAEZ,COLOMBIA,CORDOBA,LORICA,ESE HOSPITAL PBRO LUIS FELIPE ARBELAEZ_CORDOBA_LORICA
4,UPSS RANCHO GRANDE - EL AMPARO,COLOMBIA,CORDOBA,MONTERIA,UPSS RANCHO GRANDE - EL AMPARO_CORDOBA_MONTERIA
4,CMS CORPORACION MEDICA PARA LOS COLOMBIANOS,COLOMBIA,RISARALDA,DOSQUEBRADAS,CMS CORPORACION MEDICA PARA LOS COLOMBIANOS_RISARALDA_DOSQUEBRADAS
4,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO,COLOMBIA,CUNDINAMARCA,PACHO,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_CUNDINAMARCA_PACHO
4,EAT POLICLINICO SAN JORGE,COLOMBIA,CORDOBA,AYAPEL,EAT POLICLINICO SAN JORGE_CORDOBA_AYAPEL
4,HOSPITAL MILITAR DE ORIENTE,COLOMBIA,NORTE SANTANDER,CUCUTA,HOSPITAL MILITAR DE ORIENTE_NORTE SANTANDER_CUCUTA
4,HOSPITAL DEL SUR CAMI PATIO BONITO,COLOMBIA,CUNDINAMARCA,VILLETA,HOSPITAL DEL SUR CAMI PATIO BONITO_CUNDINAMARCA_VILLETA
4,IPS CORPORACION COSTA ATLANTICA MAGANGUE,COLOMBIA,MAGDALENA,SANTA ANA,IPS CORPORACION COSTA ATLANTICA MAGANGUE_MAGDALENA_SANTA ANA
4,CENTRO DE SALUD BOJACA,COLOMBIA,HUILA,GARZON,CENTRO DE SALUD BOJACA_HUILA_GARZON
4,HOSPITAL REGIONAL MAGDALENA MEDIO,COLOMBIA,BOLIVAR,SAN PABLO,HOSPITAL REGIONAL MAGDALENA MEDIO_BOLIVAR_SAN PABLO
3,SOCIEDAD LAS LAJAS LTDA,COLOMBIA,VALLE,LA UNION,SOCIEDAD LAS LAJAS LTDA_VALLE_LA UNION
4,CLINICA DEL OCCIDENTE S A -KENNEDY,COLOMBIA,HUILA,* HUILA. MUNICIPIO DESCONOCIDO,CLINICA DEL OCCIDENTE S A -KENNEDY_HUILA_* HUILA. MUNICIPIO DESCONOCIDO
4,ESE CENTRO DE SALUD CONSACA,COLOMBIA,NARIÑO,CONSACA,ESE CENTRO DE SALUD CONSACA_NARIÑO_CONSACA
3,CORPORACION IPS OCCIDNETE IPS CALINORTE,COLOMBIA,VALLE,CALI,CORPORACION IPS OCCIDNETE IPS CALINORTE_VALLE_CALI
3,EPS COOMEVA S.A,COLOMBIA,ATLANTICO,SOLEDAD,EPS COOMEVA S.A_ATLANTICO_SOLEDAD
3,FUNDACION ABOOD SHAIO,COLOMBIA,CHOCO,ACANDI,FUNDACION ABOOD SHAIO_CHOCO_ACANDI
4,CENTRO DE SALUD SANTIAGO,COLOMBIA,NORTE SANTANDER,CUCUTA,CENTRO DE SALUD SANTIAGO_NORTE SANTANDER_CUCUTA
4,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL,COLOMBIA,CUNDINAMARCA,VILLETA,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL_CUNDINAMARCA_VILLETA
4,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCC,COLOMBIA,NORTE SANTANDER,ABREGO,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NOROCC_NORTE SANTANDER_ABREGO
4,CENTRO INTEGRAL DE SERVICIOS COMFAMA RIONEGRO,COLOMBIA,ANTIOQUIA,RIONEGRO,CENTRO INTEGRAL DE SERVICIOS COMFAMA RIONEGRO_ANTIOQUIA_RIONEGRO
4,CORPORACION IPS CORVESALUD COODONTOLOGOS,COLOMBIA,QUINDIO,QUIMBAYA,CORPORACION IPS CORVESALUD COODONTOLOGOS_QUINDIO_QUIMBAYA
3,FUNDACION SANITAS CLINICENTRO ARMENIA,COLOMBIA,QUINDIO,ARMENIA,FUNDACION SANITAS CLINICENTRO ARMENIA_QUINDIO_ARMENIA
4,ESE HOSPITAL LA MISERICORDIA CALARCA,COLOMBIA,QUINDIO,ARMENIA,ESE HOSPITAL LA MISERICORDIA CALARCA_QUINDIO_ARMENIA
4,CLINICA SAN JUAN DE DIOS LA CEJA,COLOMBIA,VALLE,CARTAGO,CLINICA SAN JUAN DE DIOS LA CEJA_VALLE_CARTAGO
