ds,Dengue,Zika,Chikungunya,Varicela
2018-02-26,349466.02639760927,74806.89418128056,76842.62122793637,987434.7780277359
2018-03-05,350552.76855473197,75041.53995961591,76844.19697290068,988747.2974533378
2018-03-12,351602.29611492134,75220.95261460876,76851.28165713555,990072.1832105546
2018-03-19,352608.46996721247,75241.94057613057,76869.83651939112,991380.557522537
2018-03-26,353592.4612093783,75223.75953969285,76893.70831826821,992693.5993333278
2018-04-02,354586.82409240527,75374.45592535168,76918.22105256155,994052.9266981585
2018-04-09,355607.5295677909,75718.92442824284,76944.89454128846,995464.6392837509
2018-04-16,356644.6743451318,76050.47497474354,76975.49081346598,996883.0717173342
2018-04-23,357678.70796842134,76177.5469533983,77009.47615803147,998260.4530507417
2018-04-30,358702.09475032846,76152.13928103176,77048.74349245589,999605.5493658638
2018-05-07,359725.23286908644,76187.49108779865,77096.61499125583,1000973.0264286593
2018-05-14,360764.80532191525,76373.03919658666,77144.92409827684,1002385.8489495283
2018-05-21,361828.00768831006,76556.41686592955,77166.62245565913,1003783.5672009189
2018-05-28,362905.6745710005,76545.35917761213,77134.34461274213,1005069.8758929751
2018-06-04,363978.85522569733,76365.67119905751,77054.05443587761,1006213.4378186482
2018-06-11,365035.327441061,76234.99635048222,76974.46377176065,1007281.2746548232
2018-06-18,366084.71260160854,76280.17634508289,76950.90124440049,1008358.1578108354
2018-06-25,367155.7994178193,76366.84077534721,76994.56965306256,1009449.0683918457
2018-07-02,368268.7957499059,76277.87030014618,77062.51257397026,1010494.5939195425
2018-07-09,369400.9880010381,76029.08774497965,77103.39309528662,1011494.156161812
2018-07-16,370483.136740049,75914.89522305311,77110.44013805407,1012584.1354589193
2018-07-23,371445.4557278647,76194.25118830588,77121.53807597782,1013947.848908725
2018-07-30,372281.8176916763,76773.40896580442,77165.8164623522,1015628.0514788318
2018-08-06,373069.6842562465,77262.72170218347,77219.35506836345,1017447.8137083169
2018-08-13,373915.4313125014,77349.95260775732,77224.2417699533,1019148.8733782237
2018-08-20,374868.3956846173,77070.64585968672,77152.55312861779,1020620.9433352709
2018-08-27,375885.2066112075,76696.88023081615,77043.98189330363,1021986.9822846932
2018-09-03,376880.1428738969,76417.48635239167,76974.51923463985,1023459.1181953832
2018-09-10,377809.86244601046,76191.24655034457,76989.89622876553,1025124.3092703663
2018-09-17,378706.17344445596,75896.24165494341,77073.14334740292,1026884.4460543956
2018-09-24,379628.75407346216,75531.6424325511,77173.01867293076,1028594.3292586989
2018-10-01,380596.78550596477,75209.98739949765,77253.56008369582,1030225.1989636637
2018-10-08,381576.29015032557,74989.05449345932,77311.50806948639,1031872.9340418708
2018-10-15,382530.10862401087,74799.16980724303,77355.42598230008,1033622.3444734915
2018-10-22,383463.57955278544,74562.90103156745,77384.09432643375,1035438.5871167866
2018-10-29,384408.51342196856,74321.23752753114,77390.97611235818,1037205.3972661552
2018-11-05,385367.9432662797,74172.27206624378,77379.1850812593,1038846.3586622832
2018-11-12,386296.2226891798,74105.24477091899,77358.10853840491,1040375.3030951408
2018-11-19,387148.17092019983,73983.1406126313,77324.79553282936,1041822.9872337098
2018-11-26,387944.6361969175,73734.54182863288,77262.3492449517,1043144.3822295504
2018-12-03,388774.5749015695,73504.82418134643,77168.5585113402,1044232.5320211621
2018-12-10,389721.7178993366,73523.8650716309,77080.9191437653,1045032.8061153434
2018-12-17,390790.16037235694,73806.61985903453,77062.8162216232,1045629.5783773853
2018-12-24,391907.5204803187,74062.27920395347,77143.40616087071,1046206.6341397341
2018-12-31,393000.7974506916,73978.66021628692,77281.72895839292,1046919.6071011099
2019-01-07,394063.43810386176,73588.89899383126,77394.10599053533,1047803.6267147862
2019-01-14,395146.90845876007,73286.03301535809,77424.56872434742,1048789.0584835657
2019-01-21,396294.9085343298,73435.99836425223,77388.8070110962,1049787.2967864375
2019-01-28,397495.6408872688,74009.08930115122,77349.57041464899,1050760.3329628033
2019-02-04,398697.98248159373,74636.01556650916,77353.50487364987,1051730.9527552326
2019-02-11,399863.13849216927,75005.5092673624,77395.18008038582,1052752.1839165464
2019-02-18,400991.0057343652,75140.77811433442,77437.48526125822,1053870.256278468
2019-02-25,402099.425693177,75268.79866944396,77455.87814702975,1055097.300128842
2019-03-04,403190.7710979049,75494.46143205743,77457.01357961966,1056401.7855880857
2019-03-11,404248.10971484485,75696.37222766461,77460.82436124411,1057727.9161140108
2019-03-18,405261.2188319643,75743.41489342994,77476.26423500007,1059039.0546186292
2019-03-25,406246.71939161443,75715.70140255007,77498.37863756935,1060348.0477670638
2019-04-01,407237.2915280719,75826.45262198529,77521.44978834933,1061697.0291452878
2019-04-08,408253.3731204944,76146.86849359213,77546.1813586431,1063101.5781925344
2019-04-15,409289.0650249806,76499.44582758645,77574.74932623107,1064523.2227026522
2019-04-22,410324.75344666315,76667.2141850174,77606.77937678096,1065909.3148602957
2019-04-29,411349.7163655322,76654.5213689727,77643.43636916559,1067256.6741493952
2019-05-06,412371.6292849492,76665.44470318012,77688.49194937423,1068616.4241426275
2019-05-13,413407.301595385,76829.47102091368,77737.74610898514,1070023.192077662
2019-05-20,414466.495024007,77030.3971149567,77766.15142046192,1071430.9684109094
2019-05-27,415542.8670964937,77060.26419552155,77743.92067216421,1072742.4691319813
2019-06-03,416618.18795095227,76897.21927320906,77669.14418947266,1073908.9305233688
2019-06-10,417677.67696678685,76741.87742065942,77584.33416013852,1074982.9787707755
2019-06-17,418726.535346214,76758.33786144671,77547.69561565552,1076054.9158177734
2019-06-24,419791.5116494269,76855.6641264461,77580.80634853004,1077147.1221864072
2019-07-01,420897.12976827286,76806.62957894913,77648.29975755465,1078204.276468085
2019-07-08,422029.9681113772,76570.20648153481,77695.71085775958,1079205.856820899
2019-07-15,423127.0550084162,76406.4753805426,77706.30454594288,1080265.1895618257
2019-07-22,424113.7320696594,76610.35838653556,77712.95845733481,1081570.6218712789
2019-07-29,424968.9989236195,77160.05064908895,77750.88180866047,1083201.5792802412
2019-08-05,425757.3888100069,77695.91458371245,77806.29749267756,1085016.1600002374
2019-08-12,426586.58231084637,77863.17255508763,77823.1392843307,1086753.2577901313
2019-08-19,427521.11709653377,77632.10586508513,77763.65871669746,1088263.1724701582
2019-08-26,428532.75594012375,77255.1778104179,77655.7940151351,1089632.0531821898
2019-09-02,429536.91808315984,76955.9178382907,77573.84986244322,1091073.1484596953
2019-09-09,430477.882692825,76730.1108239783,77573.09182696132,1092706.6843012637
2019-09-16,431375.5620459223,76452.35266639771,77647.2033487953,1094461.7954255862
2019-09-23,432290.25550942234,76093.25957051096,77747.20469048199,1096187.3738856441
2019-09-30,433251.55255400756,75755.96753875643,77831.76196494009,1097827.585262808
2019-10-07,434232.4931074296,75519.18742922363,77892.5689648136,1099463.6715444839
2019-10-14,435191.92543797597,75331.58092447314,77929.18700557007,1101193.6371901112
2019-10-21,436126.7719629345,75104.44874068671,77951.62051290719,1103005.6651562254
2019-10-28,437067.9491976562,74855.94255426798,77953.03619760444,1104789.4811441
2019-11-04,438027.0295610264,74686.40000807545,77934.3267473629,1106454.1184412122
2019-11-11,438965.2087105418,74612.85343856545,77905.04640707116,1107999.7630032967
2019-11-18,439831.709488514,74510.86861164232,77865.48028930265,1109462.453682698
2019-11-25,440632.8674197074,74280.55287864016,77799.8061897103,1110813.650984871
2019-12-02,441449.2938357464,74029.13521386957,77700.51795485237,1111950.6630742766
2019-12-09,442372.3927379403,73993.08659984644,77598.85545881133,1112800.4416781086
2019-12-16,443423.0262900352,74243.11444917788,77556.29886791295,1113421.4619824716
2019-12-23,444538.17750358215,74531.57145328884,77612.03127744999,1113988.0697428326
2019-12-30,445638.5388707936,74519.10180680669,77737.62583623035,1114670.288030352
2020-01-06,446703.83175134263,74162.04221057198,77852.29008896192,1115526.8140631902
2020-01-13,447779.21487575443,73809.60588227531,77890.20122144886,1116501.299946072
2020-01-20,448914.7936676369,73867.29096391509,77854.06326624312,1117501.976511421
2020-01-27,450109.3712015289,74386.44936678841,77802.60489091347,1118479.3198396193
2020-02-03,451315.25518902653,75033.9133825136,77789.52649262901,1119446.8353250772
2020-02-10,452488.1310502835,75457.9533072924,77818.69819845587,1120455.0111208716
2020-02-17,453621.3558652045,75619.90257021102,77855.37041387596,1121553.6617628084
2020-02-24,454732.3428002473,75734.48043685062,77870.19712416078,1122762.3646799831
2020-03-02,455827.6691329983,75946.59534175169,77864.77552642806,1124056.9105392427
2020-03-09,456892.43065538094,76166.12533655645,77858.7761661016,1125383.0229296838
2020-03-16,457913.0388513601,76242.02477236581,77864.07315921776,1126697.3922097443
2020-03-23,458901.1770369049,76212.44588710973,77877.40088591604,1128003.8508035936
2020-03-30,459888.65124900336,76285.86220762215,77892.24578032465,1129343.0712865258
2020-04-06,460899.8810110256,76575.91414630352,77908.29234559831,1130739.1097428612
2020-04-13,461933.42700036237,76941.78573248135,,1132162.0882880825
2020-04-20,462970.4020670854,77150.45886473049,77951.25617276905,1133556.7690821586
2020-04-27,463997.21484963375,,77978.63192940183,1134908.238194027
2020-05-04,465018.4855696322,77149.01104980949,78013.92113042426,1136261.5680291376
2020-05-11,466050.59428402275,77287.32876960114,78054.77677320343,1137660.730011565
2020-05-18,467105.56491537916,77498.30036765593,78080.30111663628,1139075.155698636
2020-05-25,468180.0181098844,,78059.46477870493,1140410.1267739292
2020-06-01,469256.95913622587,77429.08678968078,77983.10330879356,1141601.360545061
2020-06-08,470319.6219521004,77255.00306755766,77886.55128042173,1142684.8304714425
2020-06-15,471368.8720608206,77239.48408721184,77829.05198309396,1143752.5731021122
2020-06-22,472428.6261780177,77339.22191493846,77841.82728536824,1144843.96508822
2020-06-29,473526.47919250646,77328.44531143029,,1145911.7767136279
2020-07-06,474657.8503766974,77113.48664483023,,1146919.1519875214
2020-07-13,475767.3019706795,76910.70391831348,77950.05620747048,1147954.399180525
2020-07-20,476777.56797530374,77038.48817339302,77945.01047952884,1149204.4331341279
2020-07-27,477653.9181574091,77546.20250802819,77967.58402549053,1150781.323108317
2020-08-03,478446.519949649,78116.3392647953,78014.36825814295,1152581.7055296872
2020-08-10,479261.3662209086,78362.83162037522,78033.2805895322,1154349.6947312052
2020-08-17,480176.46216341987,78189.020160648,77978.42089585945,1155900.5319004417
2020-08-24,481179.97658082406,,,1157279.7178418338
2020-08-31,482191.44943860895,,77764.21788591321,1158693.8937543049
2020-09-07,483144.40418604336,77266.97287348977,77738.52482007565,1160293.1680311398
2020-09-14,484045.5916350189,,77793.24907677373,1162037.9005560805
2020-09-21,484953.41734632495,76655.64574515547,77883.45024001125,1163777.275893918
2020-09-28,485906.98640684417,,,1165429.7958472178
2020-10-05,486887.8879652707,,,1167057.7444636496
2020-10-12,487852.8495297373,,,1168767.844453256
2020-10-19,488790.2252711671,75645.03100089794,,1170571.7731094717
2020-10-26,489728.1150681175,75393.4186731878,,1172369.4754859423
2020-11-02,490685.493695756,75204.04731842528,78072.79805675862,1174057.9725839363
2020-11-09,491631.74079027557,,,1175621.7827644483
2020-11-16,492512.9395861223,75033.85623635768,78007.98174372519,1177098.6037224405
2020-11-23,493321.5500837592,74825.45811211149,77948.25696175153,1178476.0128015755
2020-11-30,494127.6239359032,,77854.00056386164,1179659.2476019259
2020-12-07,495027.383574371,74472.40786631228,,1180560.4419722464
2020-12-14,496057.9942362706,74681.13996821905,77691.15053328326,1181211.628304018
2020-12-21,497168.1821729004,74990.38603628999,77729.24680124456,1181773.5210420245
2020-12-28,498274.9662553776,75047.36106059086,,1182426.8556911137
2021-01-04,499344.5369881515,74735.15610342094,77970.36981997256,1183253.8508421415
2021-01-11,500413.5986065485,74347.32731721034,,1184214.244067327
2021-01-18,501536.69805680966,,,1185215.7328159586
2021-01-25,502723.44596395135,,,1186197.8957171368
2021-02-01,503931.3580275439,,,1187164.0197140204
2021-02-08,505111.7889067273,,,1188160.8059579765
2021-02-15,506251.0356348827,76097.7670578724,77984.03108449462,1189240.6989622167
2021-02-22,507364.8300309429,76204.02393326523,78003.55737914886,1190430.2555522984
2021-03-01,508463.58929169684,76399.15372959223,78000.45604420043,1191713.0132003939
2021-03-08,509535.2661055288,,77993.213780047,1193037.6152296583
2021-03-15,510563.7624485065,,,1194355.3640297595
2021-03-22,511555.6366172522,76712.76419250357,78008.86856369681,1195660.747196515
2021-03-29,512540.84625603765,76752.97376786011,78023.6617364049,1196991.091844611
2021-04-05,513547.15097917186,,78039.28946346388,1198377.5822256412
2021-04-12,514577.88026589825,,,1199799.9289266036
2021-04-19,515615.6719220218,,78080.94922219777,1201202.6563059825
2021-04-26,516644.5028543326,77660.73082084447,78107.36356978705,1202559.8580229525
2021-05-03,517665.70090798236,,78141.02426956032,1203908.4002676883
2021-05-10,518694.66045181203,77747.94189456306,78181.82092846204,1205298.9561425562
2021-05-17,519745.2955730158,,,1206716.7214874027
2021-05-24,520817.24957080925,,78201.62255523224,1208072.8945744815
2021-05-31,521895.2255809244,,,1209290.1815261182
2021-06-07,522961.0702094818,77773.92733069988,78036.66187701318,1210386.3471535326
2021-06-14,524011.52686176484,77724.88817993645,77968.41467596657,1211451.2637288338
2021-06-21,525067.0441970613,,77968.95161278227,1212540.038967066
2021-06-28,526157.0472761521,77842.78808794107,78021.72830756482,1213616.969253109
2021-07-05,527285.1049965953,,78072.10280982094,1214633.0193219369
2021-07-12,528404.2688917685,77426.28046687177,,1215650.6619197354
2021-07-19,529436.8865192375,77479.84371609997,78078.79451244466,1216849.3051031781
2021-07-26,530336.0004570229,77934.54488413528,78094.95442986874,1218368.6532940962
2021-08-02,531136.440815592,,78140.30547479392,1220146.0090742612
2021-08-09,531939.6118104485,78848.13654370105,78168.68205713434,1221938.5205076123
2021-08-16,532834.8284719434,,78127.98295435015,1223531.9422138135
2021-08-23,533827.4052398513,78380.48557123059,,1224928.6797875129
2021-08-30,534843.8928199888,78041.47045756257,77912.03735333584,1226321.1179259892
2021-09-06,535809.121776647,,,1227884.617333479
2021-09-13,536715.8967581624,77555.22556767198,,1229613.6105733614
2021-09-20,537618.2158229228,77218.00602095861,,1231363.9653578321
2021-09-27,538563.3656342587,,78084.93091875718,1233031.0931627895
2021-10-04,539542.6722643038,76585.1171517305,78144.43969346315,1234654.7346138086
2021-10-11,540512.7671457004,76391.95400251332,,1236345.3839495608
2021-10-18,541453.7217621816,,78213.84412129792,1238137.6809449678
2021-10-25,542389.0583856592,75933.04345661089,,1239945.708583138
2021-11-01,543343.6816623269,75725.51979912918,78210.8973940284,1241657.6846906086
2021-11-08,544296.0636735772,75626.18424978522,,1243241.1881400952
2021-11-15,545191.6208655495,75552.34993270264,78149.75590552056,1244731.847168841
2021-11-22,546010.0702076993,75368.02926912878,,1246132.1751262888
2021-11-29,546809.1164766799,75098.38657330027,78007.01561947621,1247358.4865528317
2021-12-06,547686.8100842418,74962.17512175969,77899.90427992382,1248312.090886694
2021-12-13,548695.590933347,75122.87327112022,77829.23316644352,1248998.8929089014
2021-12-20,549797.9267450119,75440.46073900048,,1249562.1811376552
2021-12-27,550909.9950746151,,,1250189.3134536876
2022-01-03,551985.176655322,,78086.05516974893,1250985.2783509898
2022-01-10,553049.8447759232,74897.27156390538,78155.11452251064,1251928.3942888188
2022-01-17,554160.7878695762,,78140.52573067578,1252928.6892255642
2022-01-24,555338.208545084,,,1253915.843788438
2022-01-31,556546.4746616179,75806.96376050853,,1254882.1702105324
2022-02-07,557734.0458776853,,78073.43008473869,1255869.3218783452
2022-02-14,558879.9255723731,,78112.00435623921,1256931.3524494579
2022-02-21,559996.9108652773,,,1258101.220332559
2022-02-28,561098.6594832215,,78136.02161064539,1259370.4458861249
2022-03-07,562176.655084464,,78128.0333347495,1260691.8616986007
2022-03-14,563213.2470415344,,78129.02532840036,1262012.8104875132
2022-03-21,564209.8910682526,77215.25781491489,78140.38994396721,1263318.4559435784
2022-03-28,565193.7877412959,77227.69977594634,78155.09225876091,1264641.0610297765
2022-04-04,566195.2603065397,77443.56274906559,78170.4022546561,1266017.309948498
2022-04-11,567222.5523860885,,78188.64330220304,1267437.0552998334
2022-04-18,568260.6034658074,,78210.74644177045,1268846.8951888708
2022-04-25,569291.5066838495,78161.69952028825,,1270211.1522161574
2022-05-02,570313.1689482346,,78268.40601276742,1271556.7700355896
2022-05-09,571339.4591502359,78212.4180765385,78308.58637133887,1272938.2807239615
2022-05-16,572385.7491879228,,,1274356.2938073364
2022-05-23,573454.68282848,78561.7456916758,78341.8372492816,1275730.9440149413
2022-05-30,574533.0639769874,78487.78424643645,78283.6313591424,1276974.9181257673
2022-06-06,575601.9577311416,,78187.74877426415,1278086.977478072
2022-06-13,576654.3112510653,78215.54850521337,78110.13889144888,1279151.0059873771
2022-06-20,577706.6313786914,78296.05048347203,78097.85653212381,1280235.7914593257
2022-06-27,578788.9762815735,78349.49366944202,,1281319.8846172886
2022-07-04,579912.1725275668,78198.21548546341,,1282346.567649653
2022-07-11,581038.3940621478,,78219.42290875789,1283352.7937236964
2022-07-18,582091.7111135928,77935.14673375811,,1284505.0001124474
2022-07-25,583014.7388074576,78327.6516956446,78223.41907037726,1285964.7520865428
2022-08-01,583826.4820036616,78925.47632222896,78265.72261218086,1287710.714471893
2022-08-08,584621.0399522122,,78301.71678799833,1289520.351741164
2022-08-15,585496.5314798043,,78275.24922071387,1291156.5177043367
2022-08-22,586475.597637388,,78176.71821704821,1292577.5673377358
2022-08-29,587494.4950158555,,78062.16980677655,1293954.34858081
2022-09-05,588471.7927624764,,78005.45599104231,1295481.7558821805
2022-09-12,589386.0853573597,78101.67169966527,78034.89951407432,1297189.8676752057
2022-09-19,590284.5539656276,77779.53757252767,78118.75134604653,1298947.5543580547
2022-09-26,591220.9387055887,,78205.73544035704,1300630.7923474861
2022-10-03,592197.0859749524,77122.0882188991,78269.54722579567,1302254.1010753612
2022-10-10,593171.617019701,76920.85293109482,78313.3165207141,1303926.533860507
2022-10-17,594117.0328244115,,,1305704.160171464
2022-10-24,595050.7621337643,,78357.40323403498,1307518.6241469693
2022-10-31,596001.9064944222,,78348.55493914374,1309253.0867799295
2022-11-07,596958.4769143121,,78323.8377325508,1310857.738913065
2022-11-14,597867.608799028,76066.83003168438,,1312362.4847919138
2022-11-21,598697.8474491674,75907.25870973719,78241.57055514789,1313782.8475020162
2022-11-28,599493.2513787328,,78159.31434987442,1315048.7241075828
2022-12-05,600350.6845771507,75462.33335291679,,1316054.8267146202
2022-12-12,601336.3061552151,,77970.36989009594,1316782.093061412
2022-12-19,602427.8657631329,75883.81527857066,77972.16289461356,1317353.1236078944
2022-12-26,603543.6274368889,76064.5043741653,78068.2310220814,1317957.521913101
2023-01-02,604625.3933891434,,78199.67929455392,1318721.583558282
2023-01-09,605687.6811886184,75457.14262696337,78283.33383506516,1319644.2974329502
2023-01-16,606787.1656341784,,,1320641.0436421384
2023-01-23,607953.9975103969,,78230.1927160722,1321632.9935826834
2023-01-30,609160.8341067407,,,1322600.9553858382
2023-02-06,610354.8715241266,,,1323580.2839204166
2023-02-13,611507.8967971138,,,1324625.5588669963
2023-02-20,612628.578453631,77153.25347303713,,1325775.4651664707
2023-02-27,613733.0019355455,,78271.33960567934,1327029.5623164016
2023-03-06,614816.665182315,77547.19848843961,,1328345.9828373252
2023-03-13,615861.3792361288,,,1329669.6257880966
2023-03-20,616863.7302275607,,78272.00088989582,1330976.6895481239
2023-03-27,617847.3566825896,,78286.52608349384,1332292.8840431129
2023-04-03,618844.2616797284,,,1333658.5609374424
2023-04-10,619867.5737257068,,,1335073.8142961494
2023-04-17,620905.2586805273,78555.86465156543,78340.64174431216,1336489.4854701196
2023-04-24,621938.1691749446,,,1337861.7602987306
2023-05-01,622960.7811384951,,78396.09047374479,1339206.4455495554
2023-05-08,623984.9326666893,,78435.22691986502,1340579.0189041253
2023-05-15,625026.9704756468,78877.52715421985,78472.7287286422,1341994.5122642461
2023-05-22,626092.4351406775,,,1343384.5653313827
2023-05-29,627170.5675434442,,,1344655.1863169693
2023-06-05,628242.249024574,,78339.44113955506,1345786.1246511263
2023-06-12,629297.0501285486,,78254.10400285985,1346851.6977364367
2023-06-19,630347.225695913,,78228.790530705,1347931.6457656932
2023-06-26,631422.3485775661,,78268.27707378441,1349020.6906883765
2023-07-03,632539.4537107504,78735.88513753423,78325.80882343785,1350059.0585427638
2023-07-10,633670.1484142938,,,1351059.5725911679
2023-07-17,634742.1612287957,,,1352171.0376047709
2023-07-24,635689.7067184626,,,1353570.5803920696
2023-07-31,636515.9607908581,79318.29875657013,78390.99507525294,1355277.4984564804
2023-08-07,637305.270788177,79774.39830198722,,1357096.068764864
2023-08-14,638161.7921279294,79814.18757075665,,1358773.602201031
2023-08-21,639125.1092893084,79510.54739118888,78331.82799055957,1360224.9822008612
2023-08-28,640143.5875078109,79141.86136550641,78214.28427402038,1361592.8870697438
2023-09-04,641132.2490095583,78873.59358716114,,1363085.1392749792
2023-09-11,642055.7544648377,78644.90093805794,78158.24066942182,1364767.6701912524
2023-09-18,642952.2632152474,,78236.30715266636,1366528.3386347187
2023-09-25,643879.9112617882,,78325.71303953788,1368228.2948637146
2023-10-02,644851.4010329513,77662.32797712045,,1369855.2039484363
2023-10-09,645829.3952038285,,,1371511.420862495
2023-10-16,646779.9326007306,77257.01277328307,78473.65369767362,1373271.9544569508
2023-10-23,647713.1493393432,,78490.71358007105,1375088.7714040084
2023-10-30,648660.4361695771,76780.14250706199,78485.699237613,1376844.0988352248
2023-11-06,649619.3195254878,76643.45908271338,78463.01124194637,1378471.1509677211
2023-11-13,650540.854780198,,78431.60200216137,1379990.7037623064
2023-11-20,651384.3524796029,76442.3961135309,78386.519174766,1381428.7141894202
2023-11-27,652179.4537944712,,78310.69838601233,1382730.4285963592
2023-12-04,653018.9100284312,,78205.58393953346,1383788.2528658197
2023-12-11,653980.5746935462,76025.05200212874,78114.31729243204,1384560.1169108502
2023-12-18,655058.5015064419,76322.66726764961,78098.33994168333,1385145.3212905615
2023-12-25,656175.9555590362,76553.2482736035,,1385731.1927697028
