date,Chile,Colombia,Italy,Mexico,US
2022-07-04,57607.51235560963,21167.235166666786,771380.59625,137042.51533333358,766142.1
2022-07-11,53657.720995670985,21168.678500000122,775282.6325,137205.5503333335,1130684.44
2022-07-18,52868.16883450577,21168.678500000122,435089.995,137205.5503333335,992823.3825
2022-07-25,53722.61388708512,21876.216777777914,429043.03,62036.60904166668,1118474.4725
2022-08-01,58782.90484514787,11824.28669444454,293510.99125,137377.1486666668,808246.76
2022-08-08,100721.73422700213,8601.784819444447,141325.0,61019.43508333334,818442.82
2022-08-15,59755.85477967168,9180.20106944446,145983.0225,30051.68379166659,692967.575
2022-08-22,51873.47969237012,9161.24856944446,149672.66625,89754.56645833311,689854.46
2022-08-29,43800.66962993255,4114.150555555556,129057.57875,24243.97575000013,682668.0275
2022-09-05,36666.0167529762,2209.0341944444376,70660.87,20321.637333333372,600112.9475
2022-09-12,6421.7977734487795,1811.9864861111103,120680.42875,19077.05566666669,432381.1325
2022-09-19,46596.96889529223,1820.602874999999,124707.52875,19077.05566666669,451690.9275
2022-09-26,20604.414900016644,1703.0396111111102,195422.585,34968.252749999956,302701.3075
2022-10-03,22365.067922015485,1703.0396111111102,255431.04125,3283.28125,302950.0125
2022-10-10,24825.869150745082,1703.3200972222212,280853.63125,2147.8379166666678,286308.1975
2022-10-17,41892.98007960787,1693.7025972222211,232153.40875,1863.2612500000002,305943.3675
2022-10-24,50102.66481718974,1702.8195416666654,143899.29625,1973.469583333333,305340.1175
2022-10-31,46059.65759190113,1708.2056527777768,130019.52125,1973.469583333333,309206.0325
2022-11-07,54940.83660073951,1703.3200972222212,194796.03,1973.469583333333,297734.71
2022-11-14,45818.20349501192,1702.8195416666654,192956.2525,1973.469583333333,325002.2575
2022-11-21,38522.82779924243,1820.602874999999,161388.66375,2950.685083333333,307197.035
2022-11-28,22420.546648483458,1702.8195416666654,161565.00125,34635.65658333329,513277.5325
2022-12-05,21033.475309940055,2823.0208749999606,163726.915,35485.77837499996,520732.2325
2022-12-12,23046.40034932428,5408.411666666727,145124.67125,31549.715958333327,529196.215
2022-12-19,23195.414562555496,9285.601180555572,138930.925,76858.83825000034,506961.8725
