date,Chile,Colombia,Italy,Mexico,US
2022-09-19,28353240.97916785,43413379.444083385,136798148.30429184,44352072.12849797,616165770.9220756
2022-09-26,28287684.767269887,43262605.21560954,135358067.79455218,44074751.55251802,616178563.6138899
2022-10-03,27947235.751392577,43298076.499097385,132678508.32968254,44389542.225563034,617131810.0668942
2022-10-10,28292496.760218218,43278095.66292019,132131304.10658923,43831836.48241584,617125635.8764936
2022-10-17,28068739.25646608,43308326.71531852,131935581.16714667,43757023.4495217,616985668.6944281
2022-10-24,27794946.410956528,43310700.84998729,131307482.39402898,43846242.538361385,616993317.3265017
2022-10-31,27853843.8349174,43322072.57753501,134312974.19431534,43913020.0561831,616996980.5863606
2022-11-07,27917481.010426287,43304702.16099043,131486763.96889193,43901215.497754276,616995988.8458117
2022-11-14,27921181.99485486,43398531.972613424,131433949.26702653,43865966.28073553,616958759.5699463
2022-11-21,27856392.003458288,43096459.43852867,131426789.71935812,43909170.981896594,617133270.9805491
2022-11-28,27760226.190650966,43152338.57514665,131473490.83335507,43881972.88557025,617169169.8108954
2022-12-05,27794050.915306885,43335210.58412768,131507118.09645031,43882991.86081172,617172839.3428229
2022-12-12,27853285.797174435,43367403.45742226,131492532.12636815,43897213.5609302,615728945.4334135
2022-12-19,27756339.550000284,43328046.13392172,131654175.52606195,43875083.95077457,616056326.8538157
