"date","Dengue","Zika","Chicungunya","Varicela"
2019-12-16,435236.947644877,75143.7911649443,76884.073023903,580473.30743709
2019-12-23,435800.73366076,75143.7911649445,76884.0765456861,580473.30743709
2019-12-30,436362.953122812,75143.7911649447,76884.0798739978,580473.30743709
2020-01-06,436923.605493668,75143.7911649448,76884.0830194667,580473.30743709
2020-01-13,437482.690278353,75143.791164945,76884.0859921373,580473.30743709
2020-01-20,438040.207024065,75143.7911649451,76884.0888015024,580473.30743709
2020-01-27,438596.15531996,75143.7911649452,76884.0914565333,580473.30743709
2020-02-03,439150.534796935,75143.7911649452,76884.0939657084,580473.30743709
2020-02-10,439703.345127406,75143.7911649453,76884.0963370404,580473.30743709
2020-02-17,440254.586025089,75143.7911649453,76884.0985781018,580473.30743709
2020-02-24,440804.257244779,75143.7911649454,76884.100696049,580473.30743709
2020-03-02,441352.358582126,75143.7911649454,76884.1026976454,580473.30743709
2020-03-09,441898.889873411,75143.7911649455,76884.1045892829,580473.30743709
2020-03-16,442443.85099532,75143.7911649455,76884.1063770021,580473.30743709
2020-03-23,442987.241864722,75143.7911649455,76884.1080665117,580473.30743709
2020-03-30,443529.062438434,75143.7911649455,76884.1096632071,580473.30743709
2020-04-06,444069.312712999,75143.7911649455,76884.1111721869,580473.30743709
2020-04-13,444607.992724455,75143.7911649456,76884.11259827,580473.30743709
2020-04-20,445145.102548104,75143.7911649456,76884.1139460102,580473.30743709
2020-04-27,445680.642298279,75143.7911649456,76884.1152197115,580473.30743709
2020-05-04,446214.612128115,75143.7911649456,76884.1164234411,580473.30743709
2020-05-11,446747.012229313,75143.7911649456,76884.1175610431,580473.30743709
2020-05-18,447277.842831908,75143.7911649456,76884.1186361501,580473.30743709
2020-05-25,447807.104204032,75143.7911649456,76884.1196521955,580473.30743709
2020-06-01,448334.796651679,75143.7911649456,76884.1206124237,580473.30743709
2020-06-08,448860.920518472,75143.7911649456,76884.1215199011,580473.30743709
2020-06-15,449385.476185418,75143.7911649456,76884.1223775257,580473.30743709
2020-06-22,449908.464070678,75143.7911649456,76884.123188036,580473.30743709
2020-06-29,450429.884629322,75143.7911649456,76884.1239540205,580473.30743709
2020-07-06,450949.738353095,75143.7911649456,76884.1246779251,580473.30743709
2020-07-13,451468.025770173,75143.7911649456,76884.1253620615,580473.30743709
2020-07-20,451984.747444923,75143.7911649456,76884.1260086144,580473.30743709
2020-07-27,452499.903977663,75143.7911649457,76884.1266196485,580473.30743709
2020-08-03,453013.496004419,75143.7911649457,76884.127197115,580473.30743709
2020-08-10,453525.524196685,75143.7911649457,76884.1277428581,580473.30743709
2020-08-17,454035.989261175,75143.7911649457,76884.1282586203,580473.30743709
2020-08-24,454544.891939585,75143.7911649457,76884.1287460488,580473.30743709
2020-08-31,455052.233008345,75143.7911649457,76884.1292067001,580473.30743709
2020-09-07,455558.01327838,75143.7911649457,76884.1296420452,580473.30743709
2020-09-14,456062.233594858,75143.7911649457,76884.1300534743,580473.30743709
2020-09-21,456564.89483695,75143.7911649457,76884.1304423013,580473.30743709
2020-09-28,457065.997917585,75143.7911649457,76884.1308097679,580473.30743709
2020-10-05,457565.5437832,75143.7911649457,76884.1311570474,580473.30743709
2020-10-12,458063.533413497,75143.7911649457,76884.1314852488,580473.30743709
2020-10-19,458559.967821195,75143.7911649457,76884.1317954203,580473.30743709
2020-10-26,459054.848051786,75143.7911649457,76884.1320885523,580473.30743709
2020-11-02,459548.175183286,75143.7911649457,76884.1323655809,580473.30743709
2020-11-09,460039.950325985,75143.7911649457,76884.1326273908,580473.30743709
2020-11-16,460530.174622207,75143.7911649457,76884.1328748179,580473.30743709
2020-11-23,461018.849246054,75143.7911649457,76884.1331086525,580473.30743709
2020-11-30,461505.975403165,75143.7911649457,76884.1333296412,580473.30743709
2020-12-07,461991.554330465,75143.7911649457,76884.1335384898,580473.30743709
2020-12-14,462475.587295917,75143.7911649457,76884.1337358651,580473.30743709
2020-12-21,462958.075598275,75143.7911649457,76884.1339223974,580473.30743709
2020-12-28,463439.020566836,75143.7911649457,76884.1340986825,580473.30743709
2021-01-04,463918.423561192,75143.7911649457,76884.1342652833,580473.30743709
2021-01-11,464396.285970979,75143.7911649457,76884.1344227317,580473.30743709
2021-01-18,464872.609215635,75143.7911649457,76884.1345715305,580473.30743709
2021-01-25,465347.394744144,75143.7911649457,76884.134712155,580473.30743709
