week,google_physician,google_hospital,google_pharmacy,google_symptom,country
2020-02-03,18,10,5,24,PAN
2020-02-10,19,10,5,22,PAN
2020-02-17,17,9,5,31,PAN
2020-02-24,19,11,5,36,PAN
2020-03-02,23,13,7,100,PAN
2020-03-09,24,14,6,74,PAN
2020-03-16,21,14,8,62,PAN
2020-03-23,33,14,7,47,PAN
2020-03-30,19,10,8,39,PAN
2020-04-06,20,11,8,34,PAN
2020-04-13,20,10,7,28,PAN
2020-04-20,18,9,7,31,PAN
2020-04-27,24,10,7,30,PAN
2020-05-04,18,8,6,27,PAN
2020-05-11,42,10,6,30,PAN
2020-05-18,21,10,5,31,PAN
2020-05-25,18,11,7,32,PAN
2020-06-01,17,10,6,39,PAN
2020-06-08,20,10,6,39,PAN
2020-06-15,18,13,5,39,PAN
2020-06-22,20,11,6,43,PAN
2020-06-29,19,11,6,40,PAN
2020-07-06,20,9,6,38,PAN
2020-07-13,19,10,5,33,PAN
2020-07-20,19,9,6,33,PAN
2020-07-27,18,9,5,28,PAN
2020-08-03,20,9,5,26,PAN
2020-08-10,15,9,6,25,PAN
2020-08-17,20,9,4,25,PAN
2020-08-24,19,10,5,28,PAN
2020-08-31,16,8,5,26,PAN
2020-09-07,17,9,6,25,PAN
2020-09-14,16,9,5,27,PAN
2020-09-21,15,9,5,25,PAN
2020-09-28,17,10,5,27,PAN
2020-10-05,18,10,5,28,PAN
2020-10-12,16,9,5,27,PAN
2020-10-19,15,10,5,28,PAN
2020-10-26,12,8,4,26,PAN
2020-11-02,15,10,5,30,PAN
2020-11-09,16,9,5,29,PAN
2020-11-16,16,10,4,29,PAN
2020-11-23,16,11,5,33,PAN
2020-11-30,16,11,4,39,PAN
2020-12-07,17,11,6,44,PAN
2020-12-14,16,11,8,41,PAN
2020-12-21,18,11,10,42,PAN
2020-12-28,23,11,8,37,PAN
2021-01-04,20,11,9,35,PAN
2021-01-11,24,13,7,31,PAN
2021-01-18,19,13,9,30,PAN
2021-01-25,18,11,7,28,PAN
2021-02-01,18,9,6,26,PAN
2021-02-08,15,9,7,25,PAN
2021-02-15,17,11,6,26,PAN
2021-02-22,17,9,6,24,PAN
2021-03-01,20,8,5,22,PAN
2021-03-08,16,9,5,21,PAN
2021-03-15,17,9,6,23,PAN
2021-03-22,16,8,5,25,PAN
2021-03-29,14,10,6,23,PAN
2021-04-05,13,9,6,21,PAN
2021-04-12,14,10,6,21,PAN
2021-04-19,16,10,6,22,PAN
2021-04-26,16,8,5,21,PAN
2021-05-03,14,8,5,23,PAN
2021-05-10,28,9,6,24,PAN
2021-05-17,14,9,6,23,PAN
2021-05-24,14,11,7,27,PAN
2021-05-31,15,11,6,25,PAN
2021-06-07,14,10,5,25,PAN
2021-06-14,15,9,5,25,PAN
2021-06-21,14,9,5,24,PAN
2021-06-28,15,10,6,26,PAN
2021-07-05,15,9,5,23,PAN
2021-07-12,14,9,5,24,PAN
2021-07-19,15,9,5,26,PAN
2021-07-26,15,10,5,25,PAN
2021-08-02,14,10,5,23,PAN
2021-08-09,16,11,5,25,PAN
2021-08-16,15,11,6,26,PAN
2021-08-23,14,10,6,24,PAN
2021-08-30,14,10,6,21,PAN
2021-09-06,13,9,6,20,PAN
2021-09-13,14,10,5,22,PAN
2021-09-20,14,9,6,22,PAN
2021-09-27,15,10,5,22,PAN
2021-10-04,14,9,5,21,PAN
2021-10-11,13,9,5,23,PAN
2021-10-18,11,10,5,22,PAN
2021-10-25,9,8,5,20,PAN
2021-11-01,10,8,5,22,PAN
2021-11-08,12,10,5,23,PAN
2021-11-15,11,10,5,23,PAN
2021-11-22,10,9,6,25,PAN
2021-11-29,9,9,6,21,PAN
2021-12-06,10,10,6,25,PAN
2021-12-13,9,9,6,35,PAN
2021-12-20,9,9,7,46,PAN
2021-12-27,11,13,7,49,PAN
2022-01-03,11,11,7,52,PAN
2022-01-10,11,12,7,49,PAN
2022-01-17,11,11,10,41,PAN
2022-01-24,11,11,7,32,PAN
2022-01-31,12,11,6,28,PAN
2022-02-07,11,11,8,26,PAN
2022-02-14,10,10,7,22,PAN
2022-02-21,10,9,7,23,PAN
2022-02-28,11,10,7,23,PAN
2022-03-07,11,10,7,25,PAN
2022-03-14,10,9,6,22,PAN
2022-03-21,11,10,6,23,PAN
2022-03-28,10,9,6,22,PAN
2022-04-04,9,8,7,23,PAN
2022-04-11,11,10,9,22,PAN
2022-04-18,16,10,8,23,PAN
2022-04-25,16,10,7,29,PAN
2022-05-02,11,10,8,31,PAN
2022-05-09,19,10,6,29,PAN
2022-05-16,11,10,7,33,PAN
2022-05-23,12,10,8,31,PAN
2022-05-30,11,11,7,28,PAN
2022-06-06,11,9,7,28,PAN
2022-06-13,12,10,8,31,PAN
2022-06-20,10,10,8,28,PAN
2022-06-27,10,11,8,32,PAN
2022-07-04,10,10,7,28,PAN
2022-07-11,12,9,7,27,PAN
2022-07-18,13,12,7,29,PAN
2022-07-25,12,11,7,31,PAN
2022-08-01,9,11,8,28,PAN
2022-08-08,10,10,9,30,PAN
2022-08-15,11,11,7,29,PAN
2022-08-22,12,10,7,28,PAN
2022-08-29,12,10,8,26,PAN
2022-09-05,12,10,7,25,PAN
2022-09-12,11,10,7,25,PAN
2022-09-19,12,10,7,24,PAN
2022-09-26,12,11,7,29,PAN
2022-10-03,11,11,7,25,PAN
2022-10-10,10,9,7,26,PAN
2022-10-17,12,10,7,24,PAN
2022-10-24,10,8,7,24,PAN
2022-10-31,11,10,7,24,PAN
2022-11-07,10,10,7,26,PAN
2022-11-14,9,8,6,22,PAN
2022-11-21,9,8,5,23,PAN
2022-11-28,9,8,6,23,PAN
2022-12-05,9,11,6,23,PAN
2022-12-12,9,12,6,23,PAN
2022-12-19,9,14,6,24,PAN
2022-12-26,11,16,7,24,PAN
2023-01-02,11,15,7,25,PAN
2023-01-09,13,18,7,25,PAN
2023-01-16,12,17,7,23,PAN
2023-01-23,12,17,8,25,PAN
2023-01-30,13,17,6,25,PAN
2023-02-06,11,16,7,24,PAN
2023-02-13,9,13,7,24,PAN
2023-02-20,12,16,7,24,PAN
2023-02-27,13,16,8,25,PAN
2023-03-06,12,16,8,24,PAN
2023-03-13,14,17,9,25,PAN
2023-03-20,13,15,9,25,PAN
2023-03-27,12,15,8,25,PAN
2023-04-03,14,18,9,25,PAN
2023-04-10,14,17,9,25,PAN
2023-04-17,20,17,9,24,PAN
2023-04-24,21,16,9,24,PAN
2023-05-01,14,17,9,27,PAN
2023-05-08,17,18,9,26,PAN
2023-05-15,24,15,10,26,PAN
2023-05-22,15,17,12,30,PAN
2023-05-29,15,19,9,30,PAN
2023-06-05,13,18,9,29,PAN
2023-06-12,13,16,9,30,PAN
2023-06-19,13,17,10,28,PAN
2023-06-26,12,17,8,28,PAN
2023-07-03,12,16,8,25,PAN
2023-07-10,13,15,9,25,PAN
2023-07-17,13,16,8,24,PAN
2023-07-24,13,17,9,24,PAN
2023-07-31,14,16,9,26,PAN
2023-08-07,13,15,9,23,PAN
2023-08-14,13,15,10,23,PAN
2023-08-21,13,17,9,23,PAN
2023-08-28,14,16,10,23,PAN
2023-09-04,13,17,10,25,PAN
2023-09-11,14,16,9,24,PAN
2023-09-18,11,16,8,23,PAN
2023-09-25,14,16,9,23,PAN
2023-10-02,13,16,7,23,PAN
2023-10-09,11,18,9,26,PAN
2023-10-16,10,14,8,21,PAN
2023-10-23,9,14,8,22,PAN
2023-10-30,11,14,7,24,PAN
2023-11-06,11,14,9,23,PAN
2023-11-13,11,13,8,23,PAN
2023-11-20,11,15,9,23,PAN
2023-11-27,10,14,7,24,PAN
2023-12-04,10,14,8,26,PAN
2023-12-11,10,13,8,23,PAN
2023-12-18,9,15,8,26,PAN
2023-12-25,10,16,8,27,PAN
2019-12-23,19,11,19,19,URY
2019-12-30,22,12,15,18,URY
2020-01-06,21,13,15,20,URY
2020-01-13,21,13,13,24,URY
2020-01-20,21,16,12,30,URY
2020-01-27,27,18,13,20,URY
2020-02-03,24,14,15,21,URY
2020-02-10,20,13,13,22,URY
2020-02-17,21,14,15,36,URY
2020-02-24,21,14,14,27,URY
2020-03-02,23,17,16,66,URY
2020-03-09,39,19,25,100,URY
2020-03-16,31,15,16,53,URY
2020-03-23,29,14,15,33,URY
2020-03-30,23,16,19,29,URY
2020-04-06,24,13,15,23,URY
2020-04-13,25,12,13,24,URY
2020-04-20,25,13,13,21,URY
2020-04-27,19,12,12,20,URY
2020-05-04,19,12,13,21,URY
2020-05-11,22,12,12,22,URY
2020-05-18,24,12,11,21,URY
2020-05-25,19,12,11,19,URY
2020-06-01,18,13,11,21,URY
2020-06-08,17,11,12,19,URY
2020-06-15,17,13,11,21,URY
2020-06-22,18,13,13,22,URY
2020-06-29,19,13,13,25,URY
2020-07-06,18,14,13,25,URY
2020-07-13,20,14,12,28,URY
2020-07-20,22,15,13,26,URY
2020-07-27,21,13,13,22,URY
2020-08-03,21,15,12,20,URY
2020-08-10,20,13,13,23,URY
2020-08-17,17,12,12,19,URY
2020-08-24,20,14,11,22,URY
2020-08-31,19,13,14,23,URY
2020-09-07,19,14,13,23,URY
2020-09-14,21,12,13,24,URY
2020-09-21,20,13,11,24,URY
2020-09-28,19,13,12,23,URY
2020-10-05,22,13,12,25,URY
2020-10-12,19,13,11,25,URY
2020-10-19,19,14,12,27,URY
2020-10-26,19,13,14,27,URY
2020-11-02,19,12,13,29,URY
2020-11-09,19,13,12,33,URY
2020-11-16,20,14,12,30,URY
2020-11-23,30,13,12,35,URY
2020-11-30,20,13,13,36,URY
2020-12-07,26,13,15,37,URY
2020-12-14,20,11,19,41,URY
2020-12-21,20,13,20,36,URY
2020-12-28,19,13,16,36,URY
2021-01-04,20,14,16,33,URY
2021-01-11,21,13,16,36,URY
2021-01-18,21,14,14,33,URY
2021-01-25,23,12,14,29,URY
2021-02-01,19,14,14,26,URY
2021-02-08,19,12,13,29,URY
2021-02-15,20,15,13,29,URY
2021-02-22,20,17,13,32,URY
2021-03-01,22,17,14,39,URY
2021-03-08,22,18,13,41,URY
2021-03-15,21,16,12,42,URY
2021-03-22,21,18,15,45,URY
2021-03-29,17,16,13,36,URY
2021-04-05,18,15,14,34,URY
2021-04-12,18,16,13,32,URY
2021-04-19,16,12,13,27,URY
2021-04-26,16,12,12,25,URY
2021-05-03,15,13,12,29,URY
2021-05-10,17,15,11,29,URY
2021-05-17,17,15,10,32,URY
2021-05-24,16,14,11,32,URY
2021-05-31,15,14,11,29,URY
2021-06-07,16,13,10,26,URY
2021-06-14,16,13,10,23,URY
2021-06-21,14,12,12,21,URY
2021-06-28,16,14,12,21,URY
2021-07-05,16,14,11,23,URY
2021-07-12,17,14,11,21,URY
2021-07-19,19,14,11,21,URY
2021-07-26,17,13,12,21,URY
2021-08-02,18,15,12,24,URY
2021-08-09,17,14,13,23,URY
2021-08-16,18,14,14,23,URY
2021-08-23,15,13,11,20,URY
2021-08-30,15,14,12,19,URY
2021-09-06,15,15,13,21,URY
2021-09-13,16,14,14,23,URY
2021-09-20,16,14,11,20,URY
2021-09-27,17,15,13,21,URY
2021-10-04,15,14,13,21,URY
2021-10-11,13,16,12,22,URY
2021-10-18,12,14,12,22,URY
2021-10-25,10,12,14,23,URY
2021-11-01,11,12,12,21,URY
2021-11-08,10,12,12,20,URY
2021-11-15,10,13,12,21,URY
2021-11-22,17,12,13,21,URY
2021-11-29,10,13,13,22,URY
2021-12-06,10,13,13,22,URY
2021-12-13,9,12,19,24,URY
2021-12-20,10,11,21,38,URY
2021-12-27,10,16,24,58,URY
2022-01-03,11,21,34,74,URY
2022-01-10,12,17,26,60,URY
2022-01-17,12,16,22,51,URY
2022-01-24,10,15,18,41,URY
2022-01-31,9,15,16,36,URY
2022-02-07,9,14,17,31,URY
2022-02-14,9,14,15,26,URY
2022-02-21,9,14,15,24,URY
2022-02-28,10,15,14,22,URY
2022-03-07,11,13,14,26,URY
2022-03-14,10,13,13,21,URY
2022-03-21,11,12,12,22,URY
2022-03-28,11,13,13,24,URY
2022-04-04,9,10,17,22,URY
2022-04-11,10,13,14,24,URY
2022-04-18,10,13,12,21,URY
2022-04-25,10,13,14,23,URY
2022-05-02,10,17,13,24,URY
2022-05-09,10,13,14,24,URY
2022-05-16,11,13,14,32,URY
2022-05-23,11,13,13,27,URY
2022-05-30,11,13,14,27,URY
2022-06-06,11,14,15,25,URY
2022-06-13,11,12,15,23,URY
2022-06-20,11,14,13,23,URY
2022-06-27,10,13,16,23,URY
2022-07-04,10,14,15,22,URY
2022-07-11,12,13,16,23,URY
2022-07-18,13,13,13,27,URY
2022-07-25,14,12,14,23,URY
2022-08-01,8,13,13,24,URY
2022-08-08,11,14,14,26,URY
2022-08-15,9,13,14,25,URY
2022-08-22,10,14,13,24,URY
2022-08-29,12,13,14,22,URY
2022-09-05,11,11,13,22,URY
2022-09-12,9,10,14,23,URY
2022-09-19,12,11,12,24,URY
2022-09-26,12,10,13,22,URY
2022-10-03,10,11,14,22,URY
2022-10-10,10,11,13,22,URY
2022-10-17,12,11,13,24,URY
2022-10-24,11,9,13,23,URY
2022-10-31,11,9,15,23,URY
2022-11-07,12,10,14,23,URY
2022-11-14,11,9,12,20,URY
2022-11-21,16,7,13,20,URY
2022-11-28,11,8,14,22,URY
2022-12-05,12,14,15,25,URY
2022-12-12,11,17,18,27,URY
2022-12-19,14,19,22,27,URY
2022-12-26,13,19,21,25,URY
2023-01-02,13,22,16,24,URY
2023-01-09,14,21,15,25,URY
2023-01-16,12,18,14,23,URY
2023-01-23,14,22,15,22,URY
2023-01-30,13,20,15,21,URY
2023-02-06,12,19,14,22,URY
2023-02-13,12,19,17,22,URY
2023-02-20,15,22,15,22,URY
2023-02-27,14,22,16,21,URY
2023-03-06,14,22,14,22,URY
2023-03-13,13,22,14,21,URY
2023-03-20,13,20,14,23,URY
2023-03-27,13,17,19,22,URY
2023-04-03,15,22,16,22,URY
2023-04-10,14,22,15,25,URY
2023-04-17,14,22,15,24,URY
2023-04-24,13,19,20,21,URY
2023-05-01,14,22,16,23,URY
2023-05-08,16,22,16,24,URY
2023-05-15,16,21,17,25,URY
2023-05-22,14,21,16,23,URY
2023-05-29,15,21,17,23,URY
2023-06-05,16,22,18,21,URY
2023-06-12,16,20,18,23,URY
2023-06-19,17,21,19,21,URY
2023-06-26,15,20,19,22,URY
2023-07-03,13,19,17,23,URY
2023-07-10,14,17,16,21,URY
2023-07-17,14,21,15,21,URY
2023-07-24,15,20,17,21,URY
2023-07-31,15,21,17,21,URY
2023-08-07,14,20,16,21,URY
2023-08-14,12,21,19,20,URY
2023-08-21,15,21,16,21,URY
2023-08-28,14,20,17,23,URY
2023-09-04,13,20,16,21,URY
2023-09-11,13,21,18,21,URY
2023-09-18,15,22,16,21,URY
2023-09-25,14,21,17,21,URY
2023-10-02,12,19,17,22,URY
2023-10-09,12,22,16,25,URY
2023-10-16,13,21,17,24,URY
2023-10-23,12,19,15,21,URY
2023-10-30,12,26,17,19,URY
2023-11-06,13,20,16,19,URY
2023-11-13,12,19,16,21,URY
2023-11-20,13,22,15,22,URY
2023-11-27,17,18,17,21,URY
2023-12-04,11,18,17,20,URY
2023-12-11,9,18,16,18,URY
2023-12-18,10,17,20,20,URY
2023-12-25,10,17,20,19,URY
2019-12-23,33,19,6,25,USA
2019-12-30,39,21,6,24,USA
2020-01-06,39,21,7,23,USA
2020-01-13,37,21,6,27,USA
2020-01-20,39,23,6,37,USA
2020-01-27,36,23,6,32,USA
2020-02-03,39,21,6,28,USA
2020-02-10,38,21,6,27,USA
2020-02-17,40,22,6,38,USA
2020-02-24,37,21,6,51,USA
2020-03-02,35,25,6,98,USA
2020-03-09,33,27,6,100,USA
2020-03-16,33,28,6,74,USA
2020-03-23,32,27,6,56,USA
2020-03-30,32,23,6,44,USA
2020-04-06,30,20,5,34,USA
2020-04-13,29,19,5,32,USA
2020-04-20,33,19,5,31,USA
2020-04-27,33,19,5,29,USA
2020-05-04,31,19,5,29,USA
2020-05-11,31,18,5,28,USA
2020-05-18,29,16,5,26,USA
2020-05-25,32,18,6,25,USA
2020-06-01,33,19,5,27,USA
2020-06-08,33,20,5,30,USA
2020-06-15,32,20,5,37,USA
2020-06-22,31,20,5,41,USA
2020-06-29,34,22,5,43,USA
2020-07-06,34,22,5,40,USA
2020-07-13,33,21,5,35,USA
2020-07-20,43,20,5,33,USA
2020-07-27,35,20,5,32,USA
2020-08-03,39,19,5,28,USA
2020-08-10,32,18,5,27,USA
2020-08-17,32,18,5,26,USA
2020-08-24,33,18,5,30,USA
2020-08-31,30,17,5,29,USA
2020-09-07,32,19,5,29,USA
2020-09-14,34,18,5,29,USA
2020-09-21,34,23,5,31,USA
2020-09-28,37,23,6,33,USA
2020-10-05,35,20,7,32,USA
2020-10-12,40,20,6,32,USA
2020-10-19,37,20,6,33,USA
2020-10-26,29,16,5,28,USA
2020-11-02,35,20,6,35,USA
2020-11-09,34,22,7,39,USA
2020-11-16,25,18,6,37,USA
2020-11-23,33,20,6,36,USA
2020-11-30,33,21,5,37,USA
2020-12-07,32,20,5,34,USA
2020-12-14,26,17,5,33,USA
2020-12-21,29,19,5,37,USA
2020-12-28,33,21,6,34,USA
2021-01-04,33,21,6,34,USA
2021-01-11,34,21,6,31,USA
2021-01-18,34,22,6,29,USA
2021-01-25,34,21,7,30,USA
2021-02-01,31,19,6,26,USA
2021-02-08,21,19,6,25,USA
2021-02-15,24,20,6,13,USA
2021-02-22,25,20,6,9,USA
2021-03-01,23,20,6,9,USA
2021-03-08,24,20,5,8,USA
2021-03-15,25,20,6,8,USA
2021-03-22,23,20,6,9,USA
2021-03-29,25,20,6,8,USA
2021-04-05,18,20,5,8,USA
2021-04-12,15,19,6,9,USA
2021-04-19,16,20,6,9,USA
2021-04-26,16,20,5,10,USA
2021-05-03,16,20,5,10,USA
2021-05-10,16,19,5,10,USA
2021-05-17,16,19,5,9,USA
2021-05-24,15,18,5,9,USA
2021-05-31,16,20,5,9,USA
2021-06-07,16,20,5,11,USA
2021-06-14,16,20,5,11,USA
2021-06-21,16,19,5,11,USA
2021-06-28,15,19,5,11,USA
2021-07-05,16,20,6,11,USA
2021-07-12,16,20,5,12,USA
2021-07-19,17,21,5,12,USA
2021-07-26,16,21,6,12,USA
2021-08-02,17,22,6,12,USA
2021-08-09,18,23,6,12,USA
2021-08-16,17,24,6,11,USA
2021-08-23,12,21,6,14,USA
2021-08-30,11,22,6,15,USA
2021-09-06,12,22,6,17,USA
2021-09-13,12,21,5,25,USA
2021-09-20,12,21,5,24,USA
2021-09-27,12,21,6,23,USA
2021-10-04,15,21,5,15,USA
2021-10-11,16,20,6,14,USA
2021-10-18,16,20,5,12,USA
2021-10-25,15,20,6,13,USA
2021-11-01,16,20,6,14,USA
2021-11-08,15,20,5,13,USA
2021-11-15,12,16,5,12,USA
2021-11-22,15,19,6,14,USA
2021-11-29,15,19,5,13,USA
2021-12-06,14,19,6,15,USA
2021-12-13,13,18,7,18,USA
2021-12-20,14,21,7,21,USA
2021-12-27,16,22,7,21,USA
2022-01-03,16,22,6,18,USA
2022-01-10,13,20,6,13,USA
2022-01-17,16,20,6,12,USA
2022-01-24,15,20,5,11,USA
2022-01-31,16,21,5,12,USA
2022-02-07,15,19,5,11,USA
2022-02-14,15,20,5,10,USA
2022-02-21,16,20,5,10,USA
2022-02-28,15,20,5,11,USA
2022-03-07,15,20,5,11,USA
2022-03-14,15,21,5,11,USA
2022-03-21,15,18,5,12,USA
2022-03-28,15,20,5,17,USA
2022-04-04,14,18,5,19,USA
2022-04-11,15,18,5,24,USA
2022-04-18,15,19,5,24,USA
2022-04-25,15,18,5,26,USA
2022-05-02,15,18,5,30,USA
2022-05-09,14,19,5,31,USA
2022-05-16,15,19,5,32,USA
2022-05-23,14,22,5,30,USA
2022-05-30,15,20,6,30,USA
2022-06-06,14,19,5,30,USA
2022-06-13,15,20,6,31,USA
2022-06-20,14,22,6,32,USA
2022-06-27,14,20,6,33,USA
2022-07-04,15,21,6,33,USA
2022-07-11,15,21,5,36,USA
2022-07-18,16,20,5,36,USA
2022-07-25,16,20,5,37,USA
2022-08-01,16,20,5,33,USA
2022-08-08,16,20,5,31,USA
2022-08-15,16,20,5,32,USA
2022-08-22,15,19,5,30,USA
2022-08-29,14,18,5,29,USA
2022-09-05,15,18,6,29,USA
2022-09-12,16,18,6,28,USA
2022-09-19,16,18,6,27,USA
2022-09-26,17,18,7,28,USA
2022-10-03,16,19,7,30,USA
2022-10-10,16,19,7,29,USA
2022-10-17,16,20,6,30,USA
2022-10-24,17,18,5,30,USA
2022-10-31,16,18,6,29,USA
2022-11-07,14,18,7,31,USA
2022-11-14,12,15,6,29,USA
2022-11-21,15,17,5,32,USA
2022-11-28,15,18,6,32,USA
2022-12-05,15,20,6,31,USA
2022-12-12,12,18,6,25,USA
2022-12-19,13,20,6,28,USA
2022-12-26,15,23,5,21,USA
2023-01-02,16,23,6,27,USA
2023-01-09,16,22,6,24,USA
2023-01-16,16,23,6,20,USA
2023-01-23,16,23,6,26,USA
2023-01-30,17,23,6,22,USA
2023-02-06,15,22,5,25,USA
2023-02-13,15,23,5,29,USA
2023-02-20,16,23,6,24,USA
2023-02-27,16,24,7,30,USA
2023-03-06,17,24,8,30,USA
2023-03-13,17,25,8,32,USA
2023-03-20,17,24,8,29,USA
2023-03-27,17,23,8,27,USA
2023-04-03,16,24,8,27,USA
2023-04-10,16,24,8,26,USA
2023-04-17,16,24,8,26,USA
2023-04-24,16,23,8,27,USA
2023-05-01,17,24,8,26,USA
2023-05-08,18,25,8,29,USA
2023-05-15,18,24,9,29,USA
2023-05-22,16,23,10,26,USA
2023-05-29,16,24,9,25,USA
2023-06-05,16,24,8,27,USA
2023-06-12,16,24,9,25,USA
2023-06-19,16,26,9,26,USA
2023-06-26,15,24,8,26,USA
2023-07-03,16,25,9,25,USA
2023-07-10,16,25,9,25,USA
2023-07-17,16,25,8,27,USA
2023-07-24,15,24,9,28,USA
2023-07-31,17,24,9,24,USA
2023-08-07,16,23,9,24,USA
2023-08-14,16,24,9,27,USA
2023-08-21,16,23,9,31,USA
2023-08-28,14,23,9,30,USA
2023-09-04,16,24,9,31,USA
2023-09-11,15,23,9,26,USA
2023-09-18,15,23,9,26,USA
2023-09-25,15,23,9,28,USA
2023-10-02,15,24,9,24,USA
2023-10-09,16,29,9,25,USA
2023-10-16,16,25,9,25,USA
2023-10-23,15,23,9,23,USA
2023-10-30,16,24,9,25,USA
2023-11-06,16,26,9,26,USA
2023-11-13,13,19,8,22,USA
2023-11-20,16,23,9,23,USA
2023-11-27,16,23,9,22,USA
2023-12-04,15,23,9,24,USA
2023-12-11,13,23,9,22,USA
2023-12-18,12,20,9,23,USA
2023-12-25,17,23,9,23,USA
