city,state,country,Latitude,Longitude,idx_city,status,nearest_city
yacopi,cundinamarca,colombia,5.4587905,-74.3376099,COLOMBIA_CUNDINAMARCA_YACOPI,empty,COLOMBIA_CUNDINAMARCA_SUPATA
murindo,antioquia,colombia,6.9782419,-76.8192432,COLOMBIA_ANTIOQUIA_MURINDO,empty,COLOMBIA_ANTIOQUIA_CHIGORODO
mahates,bolivar,colombia,10.234262,-75.186894,COLOMBIA_BOLIVAR_MAHATES,empty,COLOMBIA_BOLIVAR_ARJONA
monterrey,casanare,colombia,4.8762611,-72.8968843,COLOMBIA_CASANARE_MONTERREY,empty,COLOMBIA_META_CUMARAL
villarica,cauca,colombia,3.1774707,-76.4556428749692,COLOMBIA_CAUCA_VILLARICA,empty,COLOMBIA_VALLE_CANDELARIA
elias,huila,colombia,2.0136193,-75.9392336,COLOMBIA_HUILA_ELIAS,empty,COLOMBIA_CAQUETA_FLORENCIA
apia,risaralda,colombia,5.1065543,-75.9425022,COLOMBIA_RISARALDA_APIA,empty,COLOMBIA_RISARALDA_LA CELIA
sevilla,valle,colombia,4.2645071,-75.934396,COLOMBIA_VALLE_SEVILLA,empty,COLOMBIA_QUINDIO_BUENAVISTA
sonson,antioquia,colombia,5.7106659,-75.3103532,COLOMBIA_ANTIOQUIA_SONSON,empty,COLOMBIA_ANTIOQUIA_SANTA BARBARA
calamar,bolivar,colombia,10.2526122,-74.9146691,COLOMBIA_BOLIVAR_CALAMAR,empty,COLOMBIA_ATLANTICO_SABANALARGA
hato corozal,casanare,colombia,6.0567773,-71.61494007417981,COLOMBIA_CASANARE_HATO COROZAL,empty,COLOMBIA_ARAUCA_TAME
beltran,cundinamarca,colombia,4.71536665,-74.78012662603953,COLOMBIA_CUNDINAMARCA_BELTRAN,empty,COLOMBIA_CUNDINAMARCA_JERUSALEN
sutatausa,cundinamarca,colombia,5.23773375,-73.8549403620673,COLOMBIA_CUNDINAMARCA_SUTATAUSA,empty,COLOMBIA_CUNDINAMARCA_ZIPAQUIRA
palestina,huila,colombia,1.7229505,-76.1311882,COLOMBIA_HUILA_PALESTINA,empty,COLOMBIA_CAQUETA_MORELIA
san zenon,magdalena,colombia,9.3550021,-74.27631933969545,COLOMBIA_MAGDALENA_SAN ZENON,empty,COLOMBIA_SUCRE_BUENAVISTA
tenerife,magdalena,colombia,9.9003487,-74.8589973,COLOMBIA_MAGDALENA_TENERIFE,empty,COLOMBIA_SUCRE_OVEJAS
bucarasica,norte santander,colombia,8.0394871,-72.8669475,COLOMBIA_NORTE SANTANDER_BUCARASICA,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
dabeiba,antioquia,colombia,7.0015209,-76.2666243,COLOMBIA_ANTIOQUIA_DABEIBA,empty,COLOMBIA_ANTIOQUIA_CHIGORODO
garagoa,boyaca,colombia,5.0822246,-73.3643092,COLOMBIA_BOYACA_GARAGOA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
quipama,boyaca,colombia,5.52297,-74.1812499,COLOMBIA_BOYACA_QUIPAMA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
mani,casanare,colombia,4.72308665,-72.22813701461214,COLOMBIA_CASANARE_MANI,empty,COLOMBIA_META_CUMARAL
la gloria,cesar,colombia,8.6182682,-73.8013876,COLOMBIA_CESAR_LA GLORIA,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
tesalia,huila,colombia,2.4855806,-75.7273303,COLOMBIA_HUILA_TESALIA,empty,COLOMBIA_HUILA_CAMPOALEGRE
quinchia,risaralda,colombia,5.32616335,-75.72186840046231,COLOMBIA_RISARALDA_QUINCHIA,empty,COLOMBIA_CALDAS_NEIRA
enciso,santander,colombia,6.6498446,-72.68173548149151,COLOMBIA_SANTANDER_ENCISO,empty,COLOMBIA_SANTANDER_LOS SANTOS
palmar,santander,colombia,6.538635,-73.2916928,COLOMBIA_SANTANDER_PALMAR,empty,COLOMBIA_SANTANDER_ZAPATOCA
santa helena del opon,santander,colombia,6.3387975,-73.616366,COLOMBIA_SANTANDER_SANTA HELENA DEL OPON,empty,COLOMBIA_SANTANDER_ZAPATOCA
ambalema,tolima,colombia,4.7835866,-74.7643927,COLOMBIA_TOLIMA_AMBALEMA,empty,COLOMBIA_CUNDINAMARCA_JERUSALEN
chinchina,caldas,colombia,4.9830232,-75.6054129,COLOMBIA_CALDAS_CHINCHINA,empty,COLOMBIA_CALDAS_VILLAMARIA
capitanejo,santander,colombia,6.5149284000000005,-72.67433876240807,COLOMBIA_SANTANDER_CAPITANEJO,empty,COLOMBIA_SANTANDER_LOS SANTOS
suaita,santander,colombia,6.1257536,-73.36271466241944,COLOMBIA_SANTANDER_SUAITA,empty,COLOMBIA_SANTANDER_ZAPATOCA
guateque,boyaca,colombia,5.0226102,-73.49199017070515,COLOMBIA_BOYACA_GUATEQUE,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
pajarito,boyaca,colombia,5.37354545,-72.67528897729841,COLOMBIA_BOYACA_PAJARITO,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
inza,cauca,colombia,2.5500211,-76.0643978,COLOMBIA_CAUCA_INZA,empty,COLOMBIA_CAUCA_SILVIA
saladoblanco,huila,colombia,1.993142,-76.0450355,COLOMBIA_HUILA_SALADOBLANCO,empty,COLOMBIA_CAQUETA_FLORENCIA
sabanas de san angel,magdalena,colombia,10.13217985,-74.25339987168041,COLOMBIA_MAGDALENA_SABANAS DE SAN ANGEL,empty,COLOMBIA_ATLANTICO_PONEDERA
paramo,santander,colombia,6.416541,-73.1693988,COLOMBIA_SANTANDER_PARAMO,empty,COLOMBIA_SANTANDER_LOS SANTOS
pacoa cd,vaupes,colombia,0.0221732,-71.0041288,COLOMBIA_VAUPES_PACOA (CD),empty,COLOMBIA_VAUPES_MITU
puerto rondon,arauca,colombia,6.2777051,-71.0999647,COLOMBIA_ARAUCA_PUERTO RONDON,empty,COLOMBIA_ARAUCA_TAME
talaigua nuevo,bolivar,colombia,9.3032374,-74.5654949,COLOMBIA_BOLIVAR_TALAIGUA NUEVO,empty,COLOMBIA_SUCRE_BUENAVISTA
chinavita,boyaca,colombia,5.2062439000000005,-73.33495822266192,COLOMBIA_BOYACA_CHINAVITA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
quebradanegra,cundinamarca,colombia,5.117231,-74.4793643,COLOMBIA_CUNDINAMARCA_QUEBRADANEGRA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
tarqui,huila,colombia,2.1136893,-75.8251742,COLOMBIA_HUILA_TARQUI,empty,COLOMBIA_CAQUETA_FLORENCIA
cerro san antonio,magdalena,colombia,10.3269546,-74.8690124,COLOMBIA_MAGDALENA_CERRO SAN ANTONIO,empty,COLOMBIA_ATLANTICO_SABANALARGA
cucutilla,norte santander,colombia,7.539501,-72.77276,COLOMBIA_NORTE SANTANDER_CUCUTILLA,empty,COLOMBIA_NORTE SANTANDER_BOCHALEMA
coromoro,santander,colombia,6.24050595,-72.99173070370512,COLOMBIA_SANTANDER_COROMORO,empty,COLOMBIA_SANTANDER_LOS SANTOS
malaga,santander,colombia,6.699661,-72.7324563,COLOMBIA_SANTANDER_MALAGA,empty,COLOMBIA_SANTANDER_LOS SANTOS
villanueva,santander,colombia,6.6712394,-73.1753984,COLOMBIA_SANTANDER_VILLANUEVA,empty,COLOMBIA_SANTANDER_LOS SANTOS
taraira,vaupes,colombia,-0.5630161,-69.6340579,COLOMBIA_VAUPES_TARAIRA,empty,COLOMBIA_VAUPES_MITU
la pintada,antioquia,colombia,5.7466446,-75.6054273,COLOMBIA_ANTIOQUIA_LA PINTADA,empty,COLOMBIA_ANTIOQUIA_SANTA BARBARA
morales,bolivar,colombia,8.2763913,-73.8680272,COLOMBIA_BOLIVAR_MORALES,empty,COLOMBIA_SANTANDER_BARRANCABERMEJA
agrado,huila,colombia,2.2632959,-75.71500368269609,COLOMBIA_HUILA_AGRADO,empty,COLOMBIA_HUILA_CAMPOALEGRE
arboledas,norte santander,colombia,7.6427256,-72.7993408,COLOMBIA_NORTE SANTANDER_ARBOLEDAS,empty,COLOMBIA_NORTE SANTANDER_BOCHALEMA
curiti,santander,colombia,6.61280515,-73.01687869333793,COLOMBIA_SANTANDER_CURITI,empty,COLOMBIA_SANTANDER_LOS SANTOS
suan,atlantico,colombia,10.30473315,-74.91403463227351,COLOMBIA_ATLANTICO_SUAN,empty,COLOMBIA_ATLANTICO_SABANALARGA
margarita,bolivar,colombia,9.0574428,-74.22089490793826,COLOMBIA_BOLIVAR_MARGARITA,empty,COLOMBIA_SUCRE_BUENAVISTA
pandi,cundinamarca,colombia,4.192251,-74.4860101,COLOMBIA_CUNDINAMARCA_PANDI,empty,COLOMBIA_TOLIMA_ICONONZO
pijino del carmen pijino,magdalena,colombia,9.3304217,-74.4535166,COLOMBIA_MAGDALENA_PIJIÑO DEL CARMEN (PIJIÑO),empty,COLOMBIA_SUCRE_BUENAVISTA
la tola,narino,colombia,2.3995791,-78.1882925,COLOMBIA_NARIÑO_LA TOLA,empty,COLOMBIA_NARIÑO_EL CHARCO
zetaquira,boyaca,colombia,5.2821538,-73.16696532729358,COLOMBIA_BOYACA_ZETAQUIRA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
yaguara,huila,colombia,2.6628774,-75.516008,COLOMBIA_HUILA_YAGUARA,empty,COLOMBIA_HUILA_CAMPOALEGRE
confines,santander,colombia,6.3559746,-73.2409632,COLOMBIA_SANTANDER_CONFINES,empty,COLOMBIA_SANTANDER_ZAPATOCA
salamina,magdalena,colombia,10.4902585,-74.7937782,COLOMBIA_MAGDALENA_SALAMINA,empty,COLOMBIA_ATLANTICO_PONEDERA
el rosario,narino,colombia,1.7432036,-77.3350718,COLOMBIA_NARIÑO_EL ROSARIO,empty,COLOMBIA_NARIÑO_POLICARPA
convencion,norte santander,colombia,8.4662543,-73.3362193,COLOMBIA_NORTE SANTANDER_CONVENCION,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
yotoco,valle,colombia,3.89766105,-76.387873049896,COLOMBIA_VALLE_YOTOCO,empty,COLOMBIA_VALLE_GUACARI
cicuco,bolivar,colombia,9.2778539,-74.643809,COLOMBIA_BOLIVAR_CICUCO,empty,COLOMBIA_SUCRE_BUENAVISTA
muzo,boyaca,colombia,5.5321291,-74.1027796,COLOMBIA_BOYACA_MUZO,empty,COLOMBIA_CUNDINAMARCA_SUPATA
cachira,norte santander,colombia,7.5608050854113475,-73.44688259796105,COLOMBIA_NORTE SANTANDER_CACHIRA,empty,COLOMBIA_SANTANDER_MATANZA
san jose de miranda,santander,colombia,6.62526745,-72.7366986177611,COLOMBIA_SANTANDER_SAN JOSE DE MIRANDA,empty,COLOMBIA_SANTANDER_LOS SANTOS
canasgordas,antioquia,colombia,6.7519854,-76.0261638,COLOMBIA_ANTIOQUIA_CAÑASGORDAS,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
santa rosa de osos,antioquia,colombia,6.6453171,-75.4614576,COLOMBIA_ANTIOQUIA_SANTA ROSA DE OSOS,empty,COLOMBIA_ANTIOQUIA_GIRARDOTA
hacari,norte santander,colombia,8.3208498,-73.1453266,COLOMBIA_NORTE SANTANDER_HACARI,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
mistrato,risaralda,colombia,5.4065243,-75.96360048247402,COLOMBIA_RISARALDA_MISTRATO,empty,COLOMBIA_RISARALDA_LA CELIA
contratacion,santander,colombia,6.290737,-73.4745564,COLOMBIA_SANTANDER_CONTRATACION,empty,COLOMBIA_SANTANDER_ZAPATOCA
anori,antioquia,colombia,7.0736127,-75.1466433,COLOMBIA_ANTIOQUIA_ANORI,empty,COLOMBIA_ANTIOQUIA_GIRARDOTA
frontino,antioquia,colombia,6.7721761,-76.1311575,COLOMBIA_ANTIOQUIA_FRONTINO,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
cantagallo,bolivar,colombia,7.3780007,-73.9150265,COLOMBIA_BOLIVAR_CANTAGALLO,empty,COLOMBIA_SANTANDER_BARRANCABERMEJA
balboa,cauca,colombia,2.042096,-77.2157842,COLOMBIA_CAUCA_BALBOA,empty,COLOMBIA_NARIÑO_LA UNION
bolivar,cauca,colombia,1.87332785,-76.99193235090075,COLOMBIA_CAUCA_BOLIVAR,empty,COLOMBIA_NARIÑO_LA UNION
alto baudo pie de pato,choco,colombia,5.66597705,-77.07963299910071,COLOMBIA_CHOCO_ALTO BAUDO (PIE DE PATO),empty,COLOMBIA_CHOCO_QUIBDO
la argentina,huila,colombia,2.1985723,-75.9791154,COLOMBIA_HUILA_LA ARGENTINA,empty,COLOMBIA_CAUCA_SILVIA
algarrobo,magdalena,colombia,10.1914131,-74.0618168,COLOMBIA_MAGDALENA_ALGARROBO,empty,COLOMBIA_ATLANTICO_PONEDERA
teorama,norte santander,colombia,8.75869095,-73.16088772522986,COLOMBIA_NORTE SANTANDER_TEORAMA,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
paipa,boyaca,colombia,5.7812701,-73.1176532,COLOMBIA_BOYACA_PAIPA,empty,COLOMBIA_SANTANDER_LOS SANTOS
mogotes,santander,colombia,6.50244055,-72.97679199973126,COLOMBIA_SANTANDER_MOGOTES,empty,COLOMBIA_SANTANDER_LOS SANTOS
san jacinto,bolivar,colombia,9.8296174,-75.1218628,COLOMBIA_BOLIVAR_SAN JACINTO,empty,COLOMBIA_SUCRE_OVEJAS
aguadas,caldas,colombia,5.613113,-75.4575902,COLOMBIA_CALDAS_AGUADAS,empty,COLOMBIA_ANTIOQUIA_SANTA BARBARA
san calixto,norte santander,colombia,8.4028985,-73.2075592,COLOMBIA_NORTE SANTANDER_SAN CALIXTO,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
san francisco,antioquia,colombia,5.87400175,-74.9643254236523,COLOMBIA_ANTIOQUIA_SAN FRANCISCO,empty,COLOMBIA_ANTIOQUIA_COCORNA
uramita,antioquia,colombia,6.8993072,-76.1742258,COLOMBIA_ANTIOQUIA_URAMITA,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
tado,choco,colombia,5.2639656,-76.5587372,COLOMBIA_CHOCO_TADO,empty,COLOMBIA_CHOCO_ATRATO
choconta,cundinamarca,colombia,5.1161523,-73.68647071183462,COLOMBIA_CUNDINAMARCA_CHOCONTA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
puebloviejo,magdalena,colombia,10.83305295,-74.3679709249293,COLOMBIA_MAGDALENA_PUEBLOVIEJO,empty,COLOMBIA_MAGDALENA_CIENAGA
maceo,antioquia,colombia,6.5535012,-74.7877474,COLOMBIA_ANTIOQUIA_MACEO,empty,COLOMBIA_ANTIOQUIA_GUATAPE
chima,santander,colombia,6.3443969,-73.3727428,COLOMBIA_SANTANDER_CHIMA,empty,COLOMBIA_SANTANDER_ZAPATOCA
guadalupe,santander,colombia,6.2468169,-73.4181815,COLOMBIA_SANTANDER_GUADALUPE,empty,COLOMBIA_SANTANDER_ZAPATOCA
sucre,cauca,colombia,2.0382339,-76.9249937,COLOMBIA_CAUCA_SUCRE,empty,COLOMBIA_CAUCA_ROSAS
guatica,risaralda,colombia,5.3157895,-75.7994422,COLOMBIA_RISARALDA_GUATICA,empty,COLOMBIA_CALDAS_NEIRA
santa rosa de cabal,risaralda,colombia,4.8650708,-75.6211554,COLOMBIA_RISARALDA_SANTA ROSA DE CABAL,empty,COLOMBIA_RISARALDA_DOSQUEBRADAS
el penon,santander,colombia,6.08553175,-73.93364854994327,COLOMBIA_SANTANDER_EL PEÑON,empty,COLOMBIA_ANTIOQUIA_YONDO (CASABE)
puerto parra,santander,colombia,6.70128855,-73.9774782111397,COLOMBIA_SANTANDER_PUERTO PARRA,empty,COLOMBIA_ANTIOQUIA_YONDO (CASABE)
san andres,santander,colombia,6.8100668,-72.8506351,COLOMBIA_SANTANDER_SAN ANDRES,empty,COLOMBIA_SANTANDER_LOS SANTOS
briceno,antioquia,colombia,7.12021975,-75.58269735773685,COLOMBIA_ANTIOQUIA_BRICENO,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
el espino,boyaca,colombia,6.4825581,-72.4952026,COLOMBIA_BOYACA_EL ESPINO,empty,COLOMBIA_BOYACA_CUBARA
firavitoba,boyaca,colombia,5.6748886,-73.01757112474615,COLOMBIA_BOYACA_FIRAVITOBA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
san jose de pare,boyaca,colombia,6.0004695,-73.53632793256998,COLOMBIA_BOYACA_SAN JOSE DE PARE,empty,COLOMBIA_SANTANDER_ZAPATOCA
puli,cundinamarca,colombia,4.6809255,-74.7135542,COLOMBIA_CUNDINAMARCA_PULI,empty,COLOMBIA_CUNDINAMARCA_JERUSALEN
la chorrera cd,amazonas,colombia,-1.4420148,-72.7889364,COLOMBIA_AMAZONAS_LA CHORRERA (CD),empty,COLOMBIA_VAUPES_MITU
san cristobal,bolivar,colombia,10.374308,-75.07634048476797,COLOMBIA_BOLIVAR_SAN CRISTOBAL,empty,COLOMBIA_BOLIVAR_VILLANUEVA
anolaima,cundinamarca,colombia,4.7616096,-74.4649986,COLOMBIA_CUNDINAMARCA_ANOLAIMA,empty,COLOMBIA_CUNDINAMARCA_CACHIPAY
concepcion,santander,colombia,6.7682934,-72.694484,COLOMBIA_SANTANDER_CONCEPCION,empty,COLOMBIA_SANTANDER_LOS SANTOS
sucre,santander,colombia,6.015965,-74.012109978448,COLOMBIA_SANTANDER_SUCRE,empty,COLOMBIA_CUNDINAMARCA_ZIPAQUIRA
amalfi,antioquia,colombia,6.9070097,-75.0735908,COLOMBIA_ANTIOQUIA_AMALFI,empty,COLOMBIA_ANTIOQUIA_GIRARDOTA
betania,antioquia,colombia,5.7451779,-75.9768362,COLOMBIA_ANTIOQUIA_BETANIA,empty,COLOMBIA_ANTIOQUIA_VENECIA
baraya,huila,colombia,3.0892735,-74.94483496007308,COLOMBIA_HUILA_BARAYA,empty,COLOMBIA_HUILA_TELLO
la playa,norte santander,colombia,7.5908134,-73.0263263,COLOMBIA_NORTE SANTANDER_LA PLAYA,empty,COLOMBIA_SANTANDER_MATANZA
cisneros,antioquia,colombia,6.5382418,-75.0871316,COLOMBIA_ANTIOQUIA_CISNEROS,empty,COLOMBIA_ANTIOQUIA_GUATAPE
tunja,boyaca,colombia,5.5324313,-73.3616014,COLOMBIA_BOYACA_TUNJA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
arbelaez,cundinamarca,colombia,4.2727954,-74.4159802,COLOMBIA_CUNDINAMARCA_ARBELAEZ,empty,COLOMBIA_TOLIMA_ICONONZO
concordia,magdalena,colombia,10.2588096,-74.8341063,COLOMBIA_MAGDALENA_CONCORDIA,empty,COLOMBIA_ATLANTICO_SABANALARGA
chitaga,norte santander,colombia,7.1381899,-72.6647954,COLOMBIA_NORTE SANTANDER_CHITAGA,empty,COLOMBIA_SANTANDER_TONA
san jose de la montana,antioquia,colombia,6.81614395,-75.6753094098452,COLOMBIA_ANTIOQUIA_SAN JOSE DE LA MONTANA,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
chiquinquira,boyaca,colombia,5.6182733,-73.8167476,COLOMBIA_BOYACA_CHIQUINQUIRA,empty,COLOMBIA_CUNDINAMARCA_ZIPAQUIRA
san mateo,boyaca,colombia,6.41672195,-72.57682123606187,COLOMBIA_BOYACA_SAN MATEO,empty,COLOMBIA_SANTANDER_LOS SANTOS
villapinzon,cundinamarca,colombia,5.2215207,-73.58989,COLOMBIA_CUNDINAMARCA_VILLAPINZON,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
nataga,huila,colombia,2.5769586,-75.7951200743144,COLOMBIA_HUILA_NATAGA,empty,COLOMBIA_HUILA_SANTA MARIA
samaniego,narino,colombia,1.3385009,-77.5929381,COLOMBIA_NARIÑO_SAMANIEGO,empty,COLOMBIA_NARIÑO_SANDONA
salgar,antioquia,colombia,5.9631358,-75.9791386,COLOMBIA_ANTIOQUIA_SALGAR,empty,COLOMBIA_ANTIOQUIA_VENECIA
california,santander,colombia,7.3480915,-72.9459294,COLOMBIA_SANTANDER_CALIFORNIA,empty,COLOMBIA_SANTANDER_MATANZA
simacota,santander,colombia,6.682480549999999,-73.79169247714768,COLOMBIA_SANTANDER_SIMACOTA,empty,COLOMBIA_ANTIOQUIA_YONDO (CASABE)
cerrito,santander,colombia,6.8435992,-72.6939627,COLOMBIA_SANTANDER_CERRITO,empty,COLOMBIA_SANTANDER_PIEDECUESTA
bolivar,valle,colombia,4.3372359,-76.1847682,COLOMBIA_VALLE_BOLIVAR,empty,COLOMBIA_VALLE_LA VICTORIA
san roque,antioquia,colombia,6.4851146,-75.0195044,COLOMBIA_ANTIOQUIA_SAN ROQUE,empty,COLOMBIA_ANTIOQUIA_GUATAPE
fomeque,cundinamarca,colombia,4.4871105,-73.8935278,COLOMBIA_CUNDINAMARCA_FOMEQUE,empty,COLOMBIA_CUNDINAMARCA_UBAQUE
pamplonita,norte santander,colombia,7.437016,-72.6380198,COLOMBIA_NORTE SANTANDER_PAMPLONITA,empty,COLOMBIA_NORTE SANTANDER_CHINACOTA
jurado,choco,colombia,7.1031695,-77.7623252,COLOMBIA_CHOCO_JURADO,empty,COLOMBIA_CHOCO_BAHIA SOLANO (MUTIS)
altamira,huila,colombia,2.0823259,-75.775479410223,COLOMBIA_HUILA_ALTAMIRA,empty,COLOMBIA_CAQUETA_FLORENCIA
mallama piedrancha,narino,colombia,1.140854,-77.8645961,COLOMBIA_NARIÑO_MALLAMA (PIEDRANCHA),empty,COLOMBIA_NARIÑO_IPIALES
ocamonte,santander,colombia,6.3407198,-73.1220259,COLOMBIA_SANTANDER_OCAMONTE,empty,COLOMBIA_SANTANDER_LOS SANTOS
caruru,vaupes,colombia,1.5370737,-70.2054609,COLOMBIA_VAUPES_CARURU,empty,COLOMBIA_VAUPES_MITU
olaya,antioquia,colombia,6.6281792,-75.8123079,COLOMBIA_ANTIOQUIA_OLAYA,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
pamplona,norte santander,colombia,7.3763807,-72.6482628,COLOMBIA_NORTE SANTANDER_PAMPLONA,empty,COLOMBIA_NORTE SANTANDER_BOCHALEMA
molagavita,santander,colombia,6.63611175,-72.82142609018902,COLOMBIA_SANTANDER_MOLAGAVITA,empty,COLOMBIA_SANTANDER_LOS SANTOS
palestina,caldas,colombia,5.0203683,-75.6223394,COLOMBIA_CALDAS_PALESTINA,empty,COLOMBIA_CALDAS_VILLAMARIA
florencia,cauca,colombia,1.6830289,-77.0726877,COLOMBIA_CAUCA_FLORENCIA,empty,COLOMBIA_NARIÑO_LA UNION
jambalo,cauca,colombia,2.7776822,-76.3243788,COLOMBIA_CAUCA_JAMBALO,empty,COLOMBIA_CAUCA_SILVIA
la sierra,cauca,colombia,2.1763552,-76.7634852,COLOMBIA_CAUCA_LA SIERRA,empty,COLOMBIA_CAUCA_ROSAS
oporapa,huila,colombia,2.0235756,-75.995126,COLOMBIA_HUILA_OPORAPA,empty,COLOMBIA_CAQUETA_FLORENCIA
toledo,norte santander,colombia,7.310534,-72.4837963,COLOMBIA_NORTE SANTANDER_TOLEDO,empty,COLOMBIA_NORTE SANTANDER_CHINACOTA
guapota,santander,colombia,6.3083058,-73.3212326,COLOMBIA_SANTANDER_GUAPOTA,empty,COLOMBIA_SANTANDER_ZAPATOCA
jordan,santander,colombia,6.712707050000001,-73.09245379163566,COLOMBIA_SANTANDER_JORDAN,empty,COLOMBIA_SANTANDER_LOS SANTOS
covarachia,boyaca,colombia,6.511988049999999,-72.73190454278291,COLOMBIA_BOYACA_COVARACHIA,empty,COLOMBIA_SANTANDER_LOS SANTOS
pauna,boyaca,colombia,5.69296165,-73.99311972509602,COLOMBIA_BOYACA_PAUNA,empty,COLOMBIA_CUNDINAMARCA_ZIPAQUIRA
macheta,cundinamarca,colombia,5.07970085,-73.61133596656904,COLOMBIA_CUNDINAMARCA_MACHETA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
manta,cundinamarca,colombia,4.99466305,-73.55093635740954,COLOMBIA_CUNDINAMARCA_MANTA,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
villarica,tolima,colombia,3.884724115715153,-74.56954924248242,COLOMBIA_TOLIMA_VILLARICA,empty,COLOMBIA_TOLIMA_ICONONZO
sopetran,antioquia,colombia,6.5009582,-75.7424979,COLOMBIA_ANTIOQUIA_SOPETRAN,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
galan,santander,colombia,6.6379098,-73.2874531,COLOMBIA_SANTANDER_GALAN,empty,COLOMBIA_SANTANDER_ZAPATOCA
san miguel,santander,colombia,6.5759286,-72.6455489,COLOMBIA_SANTANDER_SAN MIGUEL,empty,COLOMBIA_SANTANDER_LOS SANTOS
teruel,huila,colombia,2.7416333,-75.5683448,COLOMBIA_HUILA_TERUEL,empty,COLOMBIA_HUILA_SANTA MARIA
belen de umbria,risaralda,colombia,5.2009093,-75.8689928,COLOMBIA_RISARALDA_BELEN DE UMBRIA,empty,COLOMBIA_RISARALDA_LA CELIA
exterior_aruba,exterior,aruba,12.5013629,-69.9618475,ARUBA_EXTERIOR_EXTERIOR_ARUBA,not_empty,ARUBA_EXTERIOR_EXTERIOR_ARUBA
leticia,amazonas,colombia,-4.2129211,-69.9425963,COLOMBIA_AMAZONAS_LETICIA,not_empty,COLOMBIA_AMAZONAS_LETICIA
apartado,antioquia,colombia,7.8849011,-76.6227461,COLOMBIA_ANTIOQUIA_APARTADO,not_empty,COLOMBIA_ANTIOQUIA_APARTADO
carepa,antioquia,colombia,7.79845155,-76.74603894250129,COLOMBIA_ANTIOQUIA_CAREPA,not_empty,COLOMBIA_ANTIOQUIA_CAREPA
chigorodo,antioquia,colombia,7.6129384,-76.63842602303447,COLOMBIA_ANTIOQUIA_CHIGORODO,not_empty,COLOMBIA_ANTIOQUIA_CHIGORODO
copacabana,antioquia,colombia,6.3461047,-75.5080262,COLOMBIA_ANTIOQUIA_COPACABANA,not_empty,COLOMBIA_ANTIOQUIA_COPACABANA
itagui,antioquia,colombia,6.1724352,-75.6093254,COLOMBIA_ANTIOQUIA_ITAGUI,not_empty,COLOMBIA_ANTIOQUIA_ITAGUI
medellin,antioquia,colombia,6.269732449999999,-75.60255965090315,COLOMBIA_ANTIOQUIA_MEDELLIN,not_empty,COLOMBIA_ANTIOQUIA_MEDELLIN
turbo,antioquia,colombia,8.0950848,-76.728545,COLOMBIA_ANTIOQUIA_TURBO,not_empty,COLOMBIA_ANTIOQUIA_TURBO
arauca,arauca,colombia,7.0851994,-70.7577762,COLOMBIA_ARAUCA_ARAUCA,not_empty,COLOMBIA_ARAUCA_ARAUCA
fortul,arauca,colombia,6.7928481,-71.7743907,COLOMBIA_ARAUCA_FORTUL,not_empty,COLOMBIA_ARAUCA_FORTUL
saravena,arauca,colombia,6.9068188,-71.83613345742756,COLOMBIA_ARAUCA_SARAVENA,not_empty,COLOMBIA_ARAUCA_SARAVENA
baranoa,atlantico,colombia,10.7935815,-74.9152164,COLOMBIA_ATLANTICO_BARANOA,not_empty,COLOMBIA_ATLANTICO_BARANOA
barranquilla,atlantico,colombia,11.0101922,-74.8231794084391,COLOMBIA_ATLANTICO_BARRANQUILLA,not_empty,COLOMBIA_ATLANTICO_BARRANQUILLA
galapa,atlantico,colombia,10.8968665,-74.8859608,COLOMBIA_ATLANTICO_GALAPA,not_empty,COLOMBIA_ATLANTICO_GALAPA
juan de acosta,atlantico,colombia,10.8291974,-75.0347039,COLOMBIA_ATLANTICO_JUAN DE ACOSTA,not_empty,COLOMBIA_ATLANTICO_JUAN DE ACOSTA
